Item,node,ortho,phono,original,replace,delete_insert,replace_p,delins_p,pos_l50,pos_m50,all_cc,replace_cc,pos_l50_cc,pos_m50_cc,NumSylls,NumPhones,Duration,OrthUP,PhonND,OrthND,FreqSUBTLEX,log_freq,FreqCOCA,FreqCOCAspok,FreqGoogle,PhonUP,NumMorphs
paper,12366,paper,pepX,9,7,2,0.777777778,0.222222222,5,4,0.138888889,0.19047619,0.4,0.166666667,2,4,402,6,36,18,5271,3.721975402,36023,3905,134945076,5,1
papery,12368,papery,pepXi,2,1,1,0.5,0.5,1,1,0,-1,-1,-1,3,5,425,6,5,2,4,0.698970004,113,0,50159,5,2
par,12376,par,par,27,18,9,0.666666667,0.333333333,14,13,0.230769231,0.320261438,0.461538462,0.5,1,3,399,4,111,52,253,2.404833717,3108,201,16653162,4,1
parade,12382,parade,pXed,2,0,2,0,1,1,1,0,-1,-1,-1,2,4,396,7,11,6,657,2.818225894,4138,884,8630290,5,1
paradigm,12383,paradigm,p@rxdYm,1,1,0,1,0,0,1,-1,-1,-1,-1,3,7,651,9,3,1,37,1.579783597,2726,111,4080214,8,1
paradise,12384,paradise,p@rxdYs,1,1,0,1,0,0,1,-1,-1,-1,-1,3,7,758,8,3,2,676,2.830588669,2981,380,13190672,7,1
parameter,12397,parameter,pX@mxtX,1,1,0,1,0,1,0,-1,-1,-1,-1,4,7,672,10,3,2,13,1.146128036,669,12,22301697,8,2
paranoia,12400,paranoia,p@rxnOx,1,1,0,1,0,0,1,-1,-1,-1,-1,4,7,544,9,1,2,136,2.136720567,846,114,1235018,7,1
paranoid,12401,paranoid,p@rxnOd,1,1,0,1,0,0,1,-1,-1,-1,-1,3,7,542,8,1,1,543,2.7355989,1169,228,1643627,7,1
parcel,12414,parcel,parsL,3,2,1,0.666666667,0.333333333,0,3,0.333333333,0,-1,0.333333333,2,6,414,7,12,3,71,1.857332496,1023,120,6257270,7,1
parch,12415,parch,parC,10,8,2,0.8,0.2,4,6,0.4,0.392857143,0.5,1,1,4,364,6,24,12,2,0.477121255,32,23,30234,5,1
pardon,12418,pardon,pardN,3,2,1,0.666666667,0.333333333,1,2,0,0,-1,0,2,6,466,7,18,14,3297,3.518250651,1841,721,1963040,7,1
parent,12422,parent,p@rxnt,3,0,3,0,1,2,1,0,-1,0,-1,2,6,386,7,14,6,670,2.82672252,14979,2746,46516566,7,2
parental,12423,parental,pXEntL,1,1,0,1,0,0,1,-1,-1,-1,-1,3,7,504,8,1,0,105,2.025305865,5370,389,6191119,5,2
pariah,12429,pariah,pxrYx,1,1,0,1,0,1,0,-1,-1,-1,-1,3,4,531,7,12,5,20,1.322219295,267,48,395153,5,1
parish,12432,parish,p@rIS,3,3,0,1,0,2,1,0,0,0,-1,2,5,462,7,16,14,154,2.190331698,3567,493,10808822,6,1
parity,12434,parity,p@rxti,3,2,1,0.666666667,0.333333333,1,2,0,0,-1,0,3,6,501,6,11,8,5,0.77815125,679,91,2651299,7,1
park,12435,park,park,18,12,6,0.666666667,0.333333333,9,9,0.254901961,0.378787879,0.583333333,0.5,1,4,369,5,52,29,3678,3.565729788,42050,3560,141555213,5,1
parkway,12437,parkway,parkwe,1,0,1,0,1,0,1,-1,-1,-1,-1,2,6,474,5,2,0,53,1.73239376,1489,48,4318674,5,1
parlance,12438,parlance,parlxns,1,0,1,0,1,0,1,-1,-1,-1,-1,2,7,567,6,0,1,15,1.204119983,295,18,199873,6,1
parley,12440,parley,parli,6,4,2,0.666666667,0.333333333,1,5,0.2,0.166666667,-1,0.3,2,5,446,6,42,22,21,1.342422681,82,5,130409,6,1
parlor,12444,parlor,parlX,3,3,0,1,0,1,2,0.333333333,0.333333333,-1,1,2,5,394,7,15,6,303,2.482873584,1610,116,1180891,6,1
parody,12448,parody,p@rxdi,1,1,0,1,0,0,1,-1,-1,-1,-1,3,6,525,6,3,4,36,1.568201724,742,105,1829413,7,1
parole,12449,parole,pXol,1,0,1,0,1,1,0,-1,-1,-1,-1,2,4,556,7,18,6,533,2.727541257,1897,755,2588422,5,1
parrot,12456,parrot,p@rxt,6,4,2,0.666666667,0.333333333,4,2,0.066666667,0.166666667,0.166666667,0,2,5,359,7,24,6,167,2.225309282,752,95,2682859,6,1
parsley,12461,parsley,parsli,2,1,1,0.5,0.5,0,2,1,-1,-1,1,2,6,475,6,10,7,43,1.643452676,2460,112,1377594,6,1
part,12465,part,part,17,12,5,0.705882353,0.294117647,9,8,0.272058824,0.378787879,0.583333333,0.571428571,1,4,345,5,55,35,13337,4.125090713,130109,33847,302741007,5,1
partial,12469,partial,parSL,3,2,1,0.666666667,0.333333333,1,2,0,0,-1,0,2,6,549,8,9,1,247,2.394451681,3921,448,14642627,7,2
partially,12471,partially,parSLi,1,0,1,0,1,0,1,-1,-1,-1,-1,3,7,568,8,4,0,109,2.041392685,3673,405,7231835,7,3
participle,12475,participle,part|sIpL,1,0,1,0,1,0,1,-1,-1,-1,-1,4,10,559,11,1,1,3,0.602059991,38,3,235586,10,1
particle,12476,particle,partIkL,1,0,1,0,1,1,0,-1,-1,-1,-1,3,8,432,9,3,4,91,1.963787827,1656,73,8329460,9,1
partition,12480,partition,pXtIS|n,3,3,0,1,0,3,0,0.333333333,0.333333333,0.333333333,-1,3,8,660,10,2,1,25,1.414973348,964,88,6700858,9,2
partly,12483,partly,partli,4,2,2,0.5,0.5,1,3,0.333333333,0,-1,0.666666667,2,6,369,6,17,3,175,2.245512668,6788,988,13790568,6,2
partner,12484,partner,partnX,1,1,0,1,0,0,1,-1,-1,-1,-1,2,6,419,8,10,7,3836,3.583991799,14745,2021,52982041,7,1
partridge,12485,partridge,partrIJ,1,1,0,1,0,1,0,-1,-1,-1,-1,2,7,629,10,2,4,173,2.240549248,245,11,1095499,6,1
party,12487,party,parti,5,2,3,0.4,0.6,2,3,0.2,0,1,0.333333333,2,5,472,6,38,21,11890,4.075218379,59449,19532,144723933,6,2
pass,12490,pass,p@s,24,19,5,0.791666667,0.208333333,11,13,0.239130435,0.32748538,0.454545455,0.525641026,1,3,415,5,89,40,5514,3.741545517,25153,5209,55196751,4,1
passage,12492,passage,p@sIJ,3,3,0,1,0,1,2,0.333333333,0.333333333,-1,1,2,5,526,8,4,3,390,2.592176757,8122,728,11035170,6,1
passe,12494,passe,p@se,4,2,2,0.5,0.5,1,3,0.5,1,-1,1,2,4,659,6,13,17,14,1.176091259,169,34,528622,4,1
passing,12500,passing,p@sIG,4,4,0,1,0,2,2,0.333333333,0.333333333,1,1,2,5,491,7,20,10,1325,3.122543524,11825,1506,15467766,5,2
passion,12501,passion,p@S|n,4,3,1,0.75,0.25,4,0,0.5,0.333333333,0.5,-1,2,5,470,8,18,4,1008,3.003891166,7617,1342,13374548,6,1
passive,12503,passive,p@sIv,3,3,0,1,0,1,2,0.333333333,0.333333333,-1,1,2,5,511,8,5,1,111,2.049218023,2804,288,6357851,6,2
past,12508,past,p@st,17,13,4,0.764705882,0.235294118,9,8,0.191176471,0.256410256,0.5,0.285714286,1,4,442,5,49,34,6312,3.800235789,83633,15281,105631069,5,1
paste,12510,paste,pest,13,11,2,0.846153846,0.153846154,8,5,0.230769231,0.254545455,0.464285714,0.5,1,4,549,6,38,18,87,1.944482672,1927,97,8913055,5,1
pastor,12518,pastor,p@stX,13,6,7,0.461538462,0.538461538,8,5,0.08974359,0.133333333,0.178571429,0.2,2,5,471,7,25,8,219,2.342422681,4587,1151,5915067,6,1
pastoral,12519,pastoral,p@stXL,2,1,1,0.5,0.5,0,2,1,-1,-1,1,3,7,480,9,1,2,7,0.903089987,1587,63,2946809,8,2
pasture,12523,pasture,p@sCX,2,2,0,1,0,1,1,0,0,-1,-1,2,5,573,8,6,3,78,1.897627091,1302,44,1913652,6,1
pasty,12524,pasty,p@sti,8,5,3,0.625,0.375,4,4,0.107142857,0.1,0.333333333,0.166666667,2,5,481,5,11,13,31,1.505149978,187,13,234413,5,1
pat,12525,pat,p@t,39,30,9,0.769230769,0.230769231,24,15,0.215924426,0.317241379,0.416666667,0.428571429,1,3,446,4,91,56,933,2.970346876,10057,4337,15093689,4,1
patch,12526,patch,p@C,21,21,0,1,0,12,9,0.314285714,0.314285714,0.454545455,1,1,3,489,6,57,15,888,2.948901761,4098,395,40004849,4,1
pate,12527,pate,pet,34,27,7,0.794117647,0.205882353,23,11,0.23885918,0.310541311,0.375494071,0.709090909,1,3,628,5,99,44,33,1.531478917,440,46,847730,4,1
patent,12529,patent,p@tNt,3,1,2,0.333333333,0.666666667,1,2,0,-1,-1,0,2,6,562,7,10,5,126,2.103803721,2950,286,21613489,7,1
paternal,12532,paternal,pxtRnL,1,1,0,1,0,1,0,-1,-1,-1,-1,3,7,649,9,1,1,41,1.62324929,621,31,605369,8,1
paternity,12533,paternity,pxtRn|ti,1,1,0,1,0,1,0,-1,-1,-1,-1,4,8,548,7,1,1,49,1.698970004,574,250,1122549,6,1
path,12534,path,p@T,14,14,0,1,0,5,9,0.461538462,0.461538462,0.6,1,1,3,462,5,39,31,1252,3.097951071,15170,1953,45912706,4,1
pathetic,12535,pathetic,pxTEtIk,2,1,1,0.5,0.5,2,0,0,-1,0,-1,3,7,522,9,1,1,1234,3.091666958,1329,234,1892242,8,2
pathos,12541,pathos,peTas,1,1,0,1,0,1,0,-1,-1,-1,-1,2,5,557,6,0,3,12,1.113943352,290,14,298643,3,1
patio,12545,patio,p@tio,1,0,1,0,1,0,1,-1,-1,-1,-1,3,5,539,6,8,5,133,2.127104798,1678,68,7627859,6,1
patriarch,12547,patriarch,petriark,2,1,1,0.5,0.5,1,1,0,-1,-1,-1,3,8,649,10,4,4,16,1.230448921,732,68,780160,9,1
patriarchal,12548,patriarchal,petriarkL,2,1,1,0.5,0.5,1,1,0,-1,-1,-1,4,10,674,11,2,1,14,1.176091259,856,22,434296,10,2
patrician,12549,patrician,pxtrIS|n,2,0,2,0,1,2,0,0,-1,0,-1,3,8,588,10,4,2,5,0.77815125,245,7,218456,9,1
patron,12557,patron,petrxn,1,1,0,1,0,1,0,-1,-1,-1,-1,2,6,499,7,5,10,158,2.201397124,1531,141,2892996,7,1
pattern,12564,pattern,p@tXn,3,1,2,0.333333333,0.666666667,2,1,0,-1,0,-1,2,5,382,8,14,4,738,2.868644438,13055,1370,34126320,6,1
paunch,12567,paunch,pcnC,5,4,1,0.8,0.2,4,1,0.2,0.333333333,0.333333333,-1,1,4,419,7,10,4,1,0.301029996,132,5,38730,5,1
pause,12569,pause,pcz,9,8,1,0.888888889,0.111111111,6,3,0.25,0.25,0.4,1,1,3,457,6,78,13,275,2.440909082,4983,501,4606318,4,1
pavilion,12571,pavilion,pxvIlyxn,1,1,0,1,0,1,0,-1,-1,-1,-1,3,8,641,9,3,2,49,1.698970004,1098,26,6278119,9,1
paw,12573,paw,pc,19,15,4,0.789473684,0.210526316,11,8,0.397660819,0.523809524,1,0.464285714,1,2,357,4,78,37,159,2.204119983,1030,39,2007280,3,1
pawn,12574,pawn,pcn,21,15,6,0.714285714,0.285714286,17,4,0.223809524,0.371428571,0.323529412,0.5,1,3,350,5,74,13,221,2.346352974,456,101,1192557,4,1
pay,12575,pay,pe,33,20,13,0.606060606,0.393939394,17,16,0.297348485,0.605263158,0.779411765,0.391666667,1,2,292,4,147,47,12985,4.113475399,51421,14803,129203391,3,2
payment,12581,payment,pemxnt,1,1,0,1,0,1,0,-1,-1,-1,-1,2,6,454,8,5,2,538,2.731588765,5052,787,144647216,7,2
peace,12582,peace,pis,19,17,2,0.894736842,0.105263158,10,9,0.304093567,0.323529412,0.355555556,1,1,3,366,6,118,12,3550,3.550350672,27233,8620,47876863,4,1
peach,12584,peach,piC,22,18,4,0.818181818,0.181818182,13,9,0.268398268,0.320261438,0.333333333,1,1,3,355,6,81,14,324,2.511883361,1715,94,3938068,4,1
peak,12586,peak,pik,31,25,6,0.806451613,0.193548387,20,11,0.243010753,0.306666667,0.394736842,0.690909091,1,3,350,5,117,22,303,2.482873584,7313,573,25381726,4,1
peaked,12587,peaked,pikt,5,3,2,0.6,0.4,2,3,0.2,0,0,0.666666667,1,4,374,6,36,8,62,1.799340549,959,97,870787,4,2
pearl,12590,pearl,pRl,21,19,2,0.904761905,0.095238095,15,6,0.314285714,0.32748538,0.485714286,1,1,3,314,6,93,12,799,2.903089987,3997,741,18709335,4,1
peasant,12591,peasant,pEzNt,4,2,2,0.5,0.5,4,0,0.166666667,0,0.166666667,-1,2,6,488,8,8,3,205,2.31386722,1508,61,1392268,7,1
peat,12594,peat,pit,31,26,5,0.838709677,0.161290323,20,11,0.255913978,0.307692308,0.431578947,0.672727273,1,3,341,5,97,26,13,1.146128036,606,19,1223084,4,1
peck,12600,peck,pEk,20,19,1,0.95,0.05,15,5,0.278947368,0.30994152,0.40952381,1,1,3,321,5,101,28,180,2.257678575,931,229,1961752,4,1
pedal,12607,pedal,pEdL,8,8,0,1,0,5,3,0.321428571,0.321428571,0.6,1,2,5,449,6,37,5,104,2.021189299,1413,96,3763705,6,1
pediment,12616,pediment,pEdxmxnt,1,1,0,1,0,1,0,-1,-1,-1,-1,3,8,547,5,0,1,1,0.301029996,26,0,80201,5,1
peer,12623,peer,pIr,33,29,4,0.878787879,0.121212121,23,10,0.340909091,0.399014778,0.56916996,0.8,1,3,419,5,99,28,78,1.897627091,7459,308,17755290,4,1
peg,12627,peg,pEg,10,10,0,1,0,5,5,0.311111111,0.311111111,0.4,1,1,3,307,4,53,23,1857,3.26904571,907,77,3808952,4,1
pelt,12638,pelt,pElt,14,12,2,0.857142857,0.142857143,9,5,0.340659341,0.439393939,0.777777778,0.3,1,4,322,5,40,24,48,1.69019608,274,23,353623,5,1
pen,12641,pen,pEn,29,25,4,0.862068966,0.137931034,21,8,0.295566502,0.346666667,0.504761905,0.5,1,3,332,4,113,40,1261,3.101059355,4424,425,16375579,4,1
penal,12642,penal,pinL,5,4,1,0.8,0.2,3,2,0.1,0.166666667,0.333333333,0,2,5,334,6,16,7,66,1.826074803,560,49,1467202,6,1
penchant,12648,penchant,pEnC|nt,3,1,2,0.333333333,0.666666667,2,1,0.333333333,-1,1,-1,2,7,476,5,2,1,27,1.447158031,695,40,431194,4,1
pencil,12649,pencil,pEnsL,2,1,1,0.5,0.5,1,1,0,-1,-1,-1,2,6,411,7,14,3,503,2.702430536,2880,205,5527529,7,1
penis,12660,penis,pin|s,3,3,0,1,0,3,0,0.333333333,0.333333333,0.333333333,-1,2,5,424,6,2,8,684,2.835690571,1282,142,18478409,6,1
pennies,12668,pennies,pEniz,1,0,1,0,1,0,1,-1,-1,-1,-1,2,5,446,7,19,2,174,2.243038049,748,141,979169,5,2
pent,12676,pent,pEnt,22,19,3,0.863636364,0.136363636,16,6,0.272727273,0.333333333,0.466666667,0.466666667,1,4,335,5,61,36,10,1.041392685,329,51,388427,5,1
pentecostal,12681,Pentecostal,pEntIkcstL,1,0,1,0,1,0,1,-1,-1,-1,-1,4,11,714,10,0,0,10,1.041392685,522,35,534827,10,NA
penthouse,12683,penthouse,pEnthWs,1,1,0,1,0,1,0,-1,-1,-1,-1,2,7,521,10,0,1,231,2.365487985,532,98,1829897,8,1
people,12691,people,pipL,5,4,1,0.8,0.2,3,2,0.1,0.166666667,0.333333333,0,2,5,391,7,15,3,56252,4.750145689,446988,194403,480323270,6,1
pep,12692,pep,pEp,15,14,1,0.933333333,0.066666667,9,6,0.361904762,0.417582418,0.777777778,0.666666667,1,3,255,4,67,27,178,2.252853031,596,95,3019755,4,1
pepper,12693,pepper,pEpX,5,3,2,0.6,0.4,3,2,0.1,0.333333333,0.333333333,0,2,4,459,7,34,10,449,2.653212514,13086,576,9725494,5,2
peppery,12694,peppery,pEpXi,2,1,1,0.5,0.5,1,1,0,-1,-1,-1,3,6,413,7,0,2,1,0.301029996,169,5,109013,5,3
per,12697,per,pR,19,12,7,0.631578947,0.368421053,8,11,0.274853801,0.46969697,0.75,0.454545455,1,2,236,4,126,42,1141,3.057666104,45236,3166,218953180,3,1
perch,12709,perch,pRC,16,15,1,0.9375,0.0625,10,6,0.3,0.295238095,0.466666667,1,1,3,397,6,56,14,50,1.707570176,1178,55,1235177,4,1
perennial,12718,perennial,pXEniL,1,1,0,1,0,0,1,-1,-1,-1,-1,4,7,545,10,3,1,15,1.204119983,1502,63,2169281,8,1
perforce,12728,perforce,pXfors,1,1,0,1,0,0,1,-1,-1,-1,-1,2,6,660,7,1,0,3,0.602059991,69,3,570548,6,1
perform,12729,perform,pXform,1,1,0,1,0,0,1,-1,-1,-1,-1,2,6,549,8,5,2,821,2.914871818,10137,1211,30382862,7,1
peril,12737,peril,pErL,7,5,2,0.714285714,0.285714286,2,5,0.238095238,0.4,1,0.4,2,5,330,6,67,6,98,1.995635195,1101,172,1258951,6,1
perimeter,12738,perimeter,pXImxtX,1,1,0,1,0,1,0,-1,-1,-1,-1,4,7,496,10,3,1,461,2.664641976,1684,146,2657896,8,1
period,12739,period,pIri|d,1,1,0,1,0,1,0,-1,-1,-1,-1,3,6,403,7,3,3,1417,3.151676231,34936,6177,103907438,7,1
perjure,12752,perjure,pRJX,5,3,2,0.6,0.4,2,3,0.1,0.333333333,1,0,2,4,374,8,10,4,8,0.954242509,13,5,13874,5,1
perjury,12753,perjury,pRJXi,2,1,1,0.5,0.5,1,1,0,-1,-1,-1,3,5,477,7,5,1,115,2.064457989,605,322,773202,5,1
perk,12754,perk,pRk,22,20,2,0.909090909,0.090909091,16,6,0.307359307,0.310526316,0.466666667,1,1,3,326,5,97,27,72,1.86332286,402,39,393721,4,1
permission,12762,permission,pXmIS|n,2,2,0,1,0,2,0,1,1,1,-1,3,7,459,11,2,1,1587,3.200850498,5207,863,40032805,8,1
perpetrator,12772,perpetrator,pRpxtretX,1,0,1,0,1,0,1,-1,-1,-1,-1,4,9,666,12,4,1,86,1.939519253,675,183,621967,10,2
persian,12782,Persian,pRZ|n,1,1,0,1,0,1,0,-1,-1,-1,-1,2,5,478,8,9,4,109,2.041392685,4568,1530,5280749,6,NA
person,12787,person,pRsN,4,2,2,0.5,0.5,1,3,0.166666667,0,-1,0.333333333,2,5,449,7,25,19,10857,4.035749837,67736,21357,146754599,6,1
personal,12790,personal,pRsNL,1,0,1,0,1,0,1,-1,-1,-1,-1,3,7,479,9,1,3,4675,3.669874502,43770,7609,214674578,8,2
pert,12805,pert,pRt,23,21,2,0.913043478,0.086956522,17,6,0.28458498,0.319047619,0.419117647,1,1,3,278,5,77,30,25,1.414973348,151,6,459016,4,1
pertain,12806,pertain,pXten,1,0,1,0,1,1,0,-1,-1,-1,-1,2,5,546,8,3,5,14,1.176091259,268,30,963600,6,1
pesky,12818,pesky,pEski,1,1,0,1,0,1,0,-1,-1,-1,-1,2,5,548,5,6,3,52,1.72427587,369,60,625873,5,1
pest,12821,pest,pEst,19,16,3,0.842105263,0.157894737,14,5,0.362573099,0.491666667,0.637362637,0.4,1,4,609,5,51,32,146,2.167317335,1114,54,6639404,5,1
pestilence,12826,pestilence,pEstLxns,1,1,0,1,0,0,1,-1,-1,-1,-1,3,9,630,7,0,0,30,1.491361694,117,10,286455,7,1
pestle,12829,pestle,pEstL,7,5,2,0.714285714,0.285714286,5,2,0.142857143,0.2,0.2,1,2,6,529,5,14,4,31,1.505149978,146,12,174357,7,1
pet,12830,pet,pEt,30,25,5,0.833333333,0.166666667,20,10,0.243678161,0.336666667,0.478947368,0.333333333,1,3,259,4,99,46,1029,3.012837225,4668,778,45452913,4,1
petal,12831,petal,pEtL,12,9,3,0.75,0.25,6,6,0.227272727,0.361111111,0.666666667,0.333333333,2,5,337,6,36,8,45,1.662757832,273,8,896103,6,1
petite,12835,petite,pxtit,1,1,0,1,0,0,1,-1,-1,-1,-1,2,5,453,7,5,6,54,1.740362689,827,69,5796298,5,1
petition,12836,petition,pxtIS|n,3,2,1,0.666666667,0.333333333,3,0,0,0,0,-1,3,7,579,9,5,1,215,2.334453751,1861,330,12120487,8,1
petty,12845,petty,pEti,9,8,1,0.888888889,0.111111111,6,3,0.194444444,0.214285714,0.4,0.333333333,2,4,263,5,69,21,438,2.64246452,1977,394,3195594,5,2
pew,12848,pew,pyu,9,5,4,0.555555556,0.444444444,7,2,0.444444444,1,0.714285714,1,1,3,265,4,53,31,53,1.73239376,1478,259,1115032,4,1
phallus,12855,phallus,f@lxs,5,5,0,1,0,5,0,0.9,0.9,0.9,-1,2,5,586,6,23,0,5,0.77815125,90,6,133392,6,1
phantom,12858,phantom,f@ntxm,1,1,0,1,0,1,0,-1,-1,-1,-1,2,6,635,8,6,2,208,2.320146286,1170,135,5306656,7,1
pharynx,12869,pharynx,f@rIGks,1,1,0,1,0,1,0,-1,-1,-1,-1,2,7,513,7,1,0,0,0,70,2,184068,6,1
pheasant,12870,pheasant,fEzNt,1,1,0,1,0,1,0,-1,-1,-1,-1,2,6,524,9,4,3,41,1.62324929,294,11,884202,7,1
philosopher,12886,philosopher,fxlasxfX,1,1,0,1,0,0,1,-1,-1,-1,-1,4,8,709,12,2,1,155,2.193124598,1698,134,2718992,9,2
philosophy,12888,philosophy,fxlasxfi,1,1,0,1,0,0,1,-1,-1,-1,-1,4,8,550,10,2,0,422,2.626340367,8677,1127,28960884,9,2
phlegm,12891,phlegm,flEm,7,6,1,0.857142857,0.142857143,0,7,0.333333333,0.466666667,-1,0.333333333,1,4,390,7,28,0,34,1.544068044,95,3,155866,5,1
phone,12897,phone,fon,28,24,4,0.857142857,0.142857143,22,6,0.30952381,0.362318841,0.463203463,0.666666667,1,3,448,6,95,11,13756,4.138523737,42230,11766,256648017,4,1
phoneme,12898,phoneme,fonim,1,0,1,0,1,0,1,-1,-1,-1,-1,2,5,485,8,5,2,0,0,270,4,236822,6,1
phonology,12906,phonology,fxnalxJi,1,1,0,1,0,1,0,-1,-1,-1,-1,4,8,588,9,0,0,0,0,70,0,488127,6,2
phony,12907,phony,foni,8,6,2,0.75,0.25,5,3,0.107142857,0.2,0.3,0,2,4,474,5,48,4,421,2.625312451,1214,521,768812,5,1
photography,12922,photography,fxtagrxfi,1,1,0,1,0,0,1,-1,-1,-1,-1,4,9,668,11,1,2,198,2.298853076,4670,247,55086966,9,1
phrase,12928,phrase,frez,13,10,3,0.769230769,0.230769231,6,7,0.256410256,0.266666667,0.733333333,0.428571429,1,4,499,7,67,4,464,2.667452953,6144,1377,13191958,5,1
phylum,12933,phylum,fYlxm,1,1,0,1,0,1,0,-1,-1,-1,-1,2,5,698,5,6,0,7,0.903089987,41,2,510826,5,1
physical,12935,physical,fIzIkL,2,1,1,0.5,0.5,0,2,1,-1,-1,1,3,7,541,9,2,1,1386,3.142076461,36212,2863,64091252,8,1
physics,12938,physics,fIzIks,2,1,1,0.5,0.5,0,2,1,-1,-1,1,2,6,668,8,1,1,482,2.683947131,6003,360,29726685,6,1
pi,12944,pi,pY,32,21,11,0.65625,0.34375,18,14,0.344758065,0.619047619,0.888888889,0.340659341,1,2,410,3,119,53,187,2.274157849,1180,100,12273864,3,1
piazza,12949,piazza,pi@zx,1,1,0,1,0,1,0,-1,-1,-1,-1,3,5,558,6,3,1,25,1.414973348,596,29,1694892,4,1
pick,12956,pick,pIk,34,27,7,0.794117647,0.205882353,20,14,0.20855615,0.310541311,0.389473684,0.472527473,1,3,305,5,101,28,10118,4.005137596,24469,6179,38550279,4,1
picket,12961,picket,pIk|t,5,5,0,1,0,5,0,0.4,0.4,0.4,-1,2,5,479,7,19,15,113,2.056904851,665,119,816389,6,1
pickup,12966,pickup,pIk^p,2,2,0,1,0,2,0,0,0,0,-1,2,5,381,7,13,2,389,2.591064607,3386,353,9355456,6,1
picky,12967,picky,pIki,10,7,3,0.7,0.3,2,8,0.177777778,0.19047619,0,0.285714286,2,4,407,5,56,8,111,2.049218023,467,62,711200,5,1
picture,12971,picture,pIkCX,2,1,1,0.5,0.5,2,0,1,-1,1,-1,2,5,494,8,12,2,7061,3.848927713,28392,7439,124127951,6,1
pidgin,12974,pidgin,pIJ|n,1,1,0,1,0,1,0,-1,-1,-1,-1,2,5,420,5,11,0,3,0.602059991,94,0,215572,6,1
pied,12977,pied,pYd,20,17,3,0.85,0.15,12,8,0.284210526,0.338235294,0.484848485,0.785714286,1,3,356,5,60,22,19,1.301029996,206,18,656612,3,NA
pierce,12979,pierce,pIrs,4,3,1,0.75,0.25,2,2,0,0,0,0,1,4,479,7,24,12,1313,3.118595365,2196,269,5947276,5,1
pig,12982,pig,pIg,19,18,1,0.947368421,0.052631579,10,9,0.34502924,0.379084967,0.511111111,1,1,3,509,4,58,33,1996,3.300378065,2828,431,7033063,4,1
pigment,12986,pigment,pIgmxnt,1,1,0,1,0,1,0,-1,-1,-1,-1,2,7,469,8,3,2,15,1.204119983,726,31,1629945,8,1
pike,12989,pike,pYk,23,20,3,0.869565217,0.130434783,15,8,0.252964427,0.305263158,0.40952381,0.75,1,3,417,5,71,26,234,2.371067862,1784,217,5086607,4,1
pile,12993,pile,pYl,28,25,3,0.892857143,0.107142857,20,8,0.298941799,0.32,0.478947368,0.785714286,1,3,398,5,99,28,672,2.828015064,5040,411,4828878,4,1
piled,12994,piled,pYld,5,3,2,0.6,0.4,3,2,0.4,1,1,1,1,4,377,5,25,12,76,1.886490725,1955,146,818173,4,2
piling,12997,piling,pYlIG,3,3,0,1,0,3,0,0,0,0,-1,2,5,480,7,18,9,72,1.86332286,776,171,690226,6,1
pill,12998,pill,pIl,36,32,4,0.888888889,0.111111111,25,11,0.284126984,0.328629032,0.473333333,0.672727273,1,3,325,5,114,32,603,2.781036939,2625,802,12755636,4,1
pillage,12999,pillage,pIlIJ,3,3,0,1,0,3,0,0.333333333,0.333333333,0.333333333,-1,2,5,422,8,8,7,31,1.505149978,102,17,244338,6,1
pillar,13000,pillar,pIlX,9,6,3,0.666666667,0.333333333,4,5,0.083333333,0.133333333,0.333333333,0.1,2,4,387,7,58,7,81,1.913813852,1021,95,2493688,5,1
pillow,13004,pillow,pIlo,5,4,1,0.8,0.2,3,2,0.2,0.166666667,0.333333333,1,2,4,395,7,43,5,581,2.764922985,2759,255,6272168,5,1
pilot,13005,pilot,pYlxt,2,2,0,1,0,2,0,0,0,0,-1,2,5,486,6,16,8,1360,3.133858125,9324,2160,21913365,6,1
pin,13011,pin,pIn,31,28,3,0.903225806,0.096774194,21,10,0.283870968,0.314814815,0.452380952,0.822222222,1,3,364,4,114,47,835,2.922206277,3440,549,25098207,4,1
pincer,13013,pincer,pInCX,3,1,2,0.333333333,0.666666667,2,1,0.333333333,-1,1,-1,2,5,465,7,9,10,13,1.146128036,62,8,56963,6,NA
pinch,13014,pinch,pInC,10,6,4,0.6,0.4,7,3,0.266666667,0.466666667,0.523809524,0.333333333,1,4,422,6,29,13,312,2.495544338,2256,188,2082769,5,1
pine,13016,pine,pYn,30,26,4,0.866666667,0.133333333,22,8,0.268965517,0.335384615,0.415584416,0.75,1,3,407,5,80,38,316,2.501059262,5258,211,13844240,4,1
pink,13022,pink,pIGk,16,10,6,0.625,0.375,12,4,0.4,0.8,0.696969697,0.333333333,1,4,429,5,49,31,1452,3.162265614,9799,640,41726352,5,1
pinnacle,13026,pinnacle,pInIkL,2,2,0,1,0,2,0,0,0,0,-1,3,7,467,9,1,1,22,1.361727836,551,64,4336213,6,1
pinto,13031,pinto,pInto,1,1,0,1,0,1,0,-1,-1,-1,-1,2,5,484,5,13,15,43,1.643452676,466,79,1108872,5,1
pinup,13032,pinup,pIn^p,1,1,0,1,0,1,0,-1,-1,-1,-1,2,5,419,4,4,0,28,1.462397998,89,17,323824,5,NA
pious,13034,pious,pYxs,2,1,1,0.5,0.5,1,1,0,-1,-1,-1,2,4,524,6,19,3,48,1.69019608,610,30,713689,5,1
