node,ortho,phono,original,replace,delete_insert,pos_l50,pos_m50,Item,NumSylls,NumPhones,Duration,OrthUP,PhonND,OrthND,FreqSUBTLEX,FreqCOCA,FreqCOCAspok,FreqGoogle,PhonUP,NumMorphs
15214,scare,skEr,11,8,3,5,6,scare,1,4,504,6,31,19,1712,2598,783,2974150,5,1
4389,dabble,d@bL,8,7,1,5,3,dabble,2,5,389,7,24,6,29,92,3,147951,6,1
7207,glen,glEn,2,2,0,0,2,glen,1,4,461,5,16,14,366,2034,238,9310381,5,1
17775,trout,trWt,8,6,2,3,5,trout,1,4,366,6,28,15,205,3079,67,5371003,5,1
2354,burp,bRp,8,7,1,1,7,burp,1,3,249,5,70,13,66,159,20,456508,4,1
1581,basil,b@zL,6,6,0,2,4,basil,2,5,529,6,19,18,69,3217,147,2757984,5,1
15596,shook,SUk,15,15,0,13,2,shook,1,3,417,5,54,13,303,11639,384,2917661,3,1
3068,china,CYnx,1,1,0,1,0,china,2,4,376,6,12,12,1268,33457,5907,124480409,5,1
52,abode,xbod,4,2,2,1,3,abode,2,4,509,4,10,4,33,213,12,1250165,3,1
16171,spoon,spun,11,10,1,2,9,spoon,1,4,655,6,21,10,388,3990,198,4000675,5,1
15895,snide,snYd,3,2,1,2,1,snide,1,4,618,6,17,5,28,136,11,240578,5,1
12434,parity,p@rxti,3,2,1,1,2,parity,3,6,501,6,11,8,5,679,91,2651299,7,1
2358,burst,bRst,15,14,1,12,3,burst,1,4,432,6,57,15,435,5127,438,5148007,5,1
17688,triad,trY@d,1,0,1,0,1,triad,2,5,471,6,3,6,175,486,16,1520756,6,1
15538,shaven,Sevxn,2,2,0,2,0,shaven,2,5,464,6,14,7,10,318,25,411865,5,1
361,afford,xford,4,3,1,4,0,afford,2,5,551,7,9,9,2266,10414,2779,10348210,6,1
915,applied,xplYd,3,1,2,1,2,applied,2,5,567,7,8,1,314,12092,978,44960208,5,2
11281,muscle,m^sL,11,10,1,5,6,muscle,2,5,408,7,30,3,694,7220,607,20753198,6,1
4653,demise,dxmYz,1,1,0,1,0,demise,2,5,560,6,6,6,87,1707,187,1580466,5,1
5404,eagle,igL,8,5,3,6,2,eagle,2,4,453,6,50,24,586,3504,288,16790604,5,1
6971,game,gem,20,17,3,11,9,game,1,3,314,5,61,30,11926,62889,8574,227136152,4,1
17499,torch,torC,8,6,2,1,7,torch,1,4,389,6,29,8,254,1260,161,3361755,5,1
3275,cleave,kliv,6,5,1,2,4,cleave,1,4,455,7,27,6,10,101,7,413105,5,1
10296,maize,mez,19,16,3,9,10,maize,1,3,359,6,168,7,9,789,21,2224269,4,2
10050,loath,loT,13,11,2,3,10,loath,1,3,479,6,48,7,5,316,25,158004,4,1
16942,talk,tck,23,20,3,18,5,talk,1,3,269,5,76,20,43605,85578,44132,97864221,4,1
16921,tackle,t@kL,12,10,2,5,7,tackle,2,5,394,7,25,6,219,4242,444,6445868,6,1
15643,shutter,S^tX,10,8,2,7,3,shutter,2,4,449,8,33,10,74,626,40,3293516,5,2
4042,count,kWnt,7,4,3,5,2,count,1,4,404,6,22,7,4588,13641,3448,40348176,5,1
7156,gig,gIg,12,11,1,8,4,gig,1,3,267,4,39,20,571,1289,216,6050760,4,1
16142,splatter,spl@tX,3,1,2,2,1,splatter,2,6,533,9,5,3,44,137,20,293660,7,1
9267,jab,J@b,14,13,1,9,5,jab,1,3,449,4,50,31,171,443,73,731910,4,1
18106,unknown,^non,1,0,1,1,0,unknown,2,5,588,8,0,1,774,7435,958,48332261,5,2
1607,batman,b@tmxn,2,1,1,1,1,batman,2,6,649,4,0,16,239,1693,240,6354546,4,2
14094,quick,kwIk,14,11,3,4,10,quick,1,4,295,6,30,5,5542,20412,5253,85588228,5,1
12627,peg,pEg,10,10,0,5,5,peg,1,3,307,4,53,23,1857,907,77,3808952,4,1
16307,statue,st@Cu,2,1,1,0,2,statue,2,5,593,7,4,7,540,2959,398,4753368,6,1
12567,paunch,pcnC,5,4,1,4,1,paunch,1,4,419,7,10,4,1,132,5,38730,5,1
217,ad,@d,25,10,15,15,10,ad,1,2,539,3,82,61,694,9589,2671,78774169,3,NA
6281,feast,fist,10,8,2,8,2,feast,1,4,489,6,33,13,342,2087,157,4166305,5,1
7600,halo,helo,5,4,1,4,1,halo,2,4,507,5,25,21,82,840,49,6198204,5,1
14219,rang,r@G,21,20,1,10,11,rang,1,3,407,5,74,38,277,3106,253,1766026,4,1
15362,seduce,sIdus,3,2,1,3,0,seduce,2,5,649,7,4,6,176,415,61,586830,6,1
1253,attic,@tIk,4,1,3,4,0,attic,2,4,404,6,18,4,400,1660,179,3348232,5,1
14878,roast,rost,12,11,1,11,1,roast,1,4,480,6,44,9,499,2497,148,3205415,5,1
5279,drift,drIft,5,3,2,5,0,drift,1,5,413,6,11,5,327,2435,178,3894170,6,1
1168,assuage,xsweJ,1,0,1,1,0,assuage,2,5,511,8,1,1,6,240,29,123696,6,1
5342,dull,d^l,23,22,1,13,10,dull,1,3,322,5,109,26,616,3007,225,3211758,4,1
14927,rosy,rozi,7,4,3,5,2,rosy,2,4,497,4,55,19,169,912,128,836269,5,1
3063,chime,CYm,8,8,0,6,2,chime,1,3,448,6,26,9,47,306,44,1115076,4,1
5390,dwelt,dwElt,4,1,3,2,2,dwelt,1,5,501,5,9,2,5,154,7,514029,5,1
4359,cutter,k^tX,12,9,3,9,3,cutter,2,4,350,7,51,19,239,1975,122,4273722,5,2
15924,soccer,sakX,6,5,1,3,3,soccer,2,4,438,7,43,0,640,5542,716,28648277,5,1
10745,metal,mEtL,11,9,2,9,2,metal,2,5,293,6,40,8,992,12972,805,56196995,6,1
11196,motor,motX,9,7,2,6,3,motor,2,4,369,6,44,6,671,7752,595,40618876,5,1
7248,gnash,n@S,15,14,1,10,5,gnash,1,3,487,6,53,2,5,18,5,66277,4,1
10463,market,mark|t,1,0,1,0,1,market,2,6,450,7,27,14,1848,56087,10065,162393273,7,1
19022,widen,wYdN,2,1,1,1,1,widen,2,5,412,6,42,16,42,788,105,1181299,6,2
5255,draughts,dr@fts,2,1,1,0,2,draughts,1,6,518,8,12,3,5,31,1,159789,7,2
15576,shingle,SIGgL,6,5,1,6,0,shingle,2,6,589,8,20,7,38,260,17,641972,7,1
17693,tribal,trYbL,5,3,2,2,3,tribal,2,6,404,7,9,2,95,4923,494,8463131,7,2
12989,pike,pYk,23,20,3,15,8,pike,1,3,417,5,71,26,234,1784,217,5086607,4,1
8897,insider,InsYdX,3,2,1,0,3,insider,3,6,520,8,9,6,36,1838,467,13278905,7,2
15552,sheep,Sip,20,19,1,13,7,sheep,1,3,330,6,88,13,685,3726,348,8964154,4,1
12573,paw,pc,19,15,4,11,8,paw,1,2,357,4,78,37,159,1030,39,2007280,3,1
16282,stank,st@Gk,7,4,3,6,1,stank,1,5,565,6,15,19,39,179,5,105369,6,1
14825,right,rYt,35,28,7,23,12,right,1,3,333,6,105,18,204428,292287,154266,273635706,4,1
3352,coat,kot,31,26,5,19,12,coat,1,3,333,5,114,26,2146,9353,609,12207989,4,1
5926,ever,EvX,6,2,4,6,0,ever,2,3,365,5,32,28,36170,88129,25083,100276816,4,1
10355,man,m@n,26,21,5,15,11,man,1,3,323,4,135,74,94133,165414,45329,181460737,4,1
7288,good,gUd,12,10,2,10,2,good,1,3,284,5,28,23,133117,236132,85425,365822878,4,1
16839,swung,sw^G,5,4,1,3,2,swung,1,4,499,4,5,4,117,2912,115,870107,4,1
10794,mid,mId,26,20,6,15,11,mid,1,3,296,4,75,36,64,16522,1763,39630295,4,1
3123,chowder,CWdX,2,2,0,2,0,chowder,2,4,317,8,7,2,82,232,29,478500,5,1
15899,snip,snIp,11,8,3,4,7,snip,1,4,472,5,19,10,108,311,23,1193439,5,1
5885,etiquette,EtIk|t,1,0,1,1,0,etiquette,3,6,549,4,1,1,96,751,74,3872794,4,1
826,antique,@ntik,2,1,1,0,2,antique,2,5,425,8,9,1,309,2637,92,18431642,6,1
9857,levity,lEvxti,2,2,0,2,0,levity,3,6,506,6,8,3,19,104,11,157342,6,1
2685,carry,k@ri,19,15,4,9,10,carry,2,4,377,6,126,31,3361,17736,3255,33056477,5,1
6737,foul,fWl,17,14,3,16,1,foul,1,3,655,5,57,14,738,2438,419,5268620,4,1
2051,book,bUk,18,17,1,16,2,book,1,3,329,5,70,31,9026,67743,19088,330969639,4,1
9666,larder,lardX,2,0,2,1,1,larder,2,5,504,6,12,15,8,93,2,337331,5,1
960,Arab,@rxb,3,2,1,0,3,arab,2,4,499,5,22,17,174,15774,4274,21022995,5,NA
14476,regime,reZim,1,1,0,1,0,regime,2,5,748,7,4,4,118,10686,2181,10234937,6,1
7932,hit,hIt,33,29,4,22,11,hit,1,3,403,4,88,38,14025,42110,11295,53180493,4,1
2309,bump,b^mp,9,8,1,8,1,bump,1,4,306,5,22,15,630,2074,346,4621054,5,1
6190,fallow,f@lo,12,10,2,11,1,fallow,2,4,506,7,38,14,41,269,8,411349,5,1
15125,sang,s@G,19,17,2,11,8,sang,1,3,509,5,61,44,419,3658,644,3669497,4,1
2262,bubble,b^bL,10,10,0,8,2,bubble,2,5,402,7,24,10,408,3183,559,8808334,6,1
15224,scene,sin,29,27,2,18,11,scene,1,3,529,6,150,5,3807,25272,6387,29373796,4,1
10211,lyre,lYr,25,23,2,15,10,lyre,1,3,344,4,64,18,4,98,4,300168,4,NA
18710,vow,vW,14,11,3,10,4,vow,1,2,348,4,75,26,276,886,172,1127734,3,1
15642,shut,S^t,21,18,3,15,6,shut,1,3,352,5,69,18,13455,14304,2706,11691029,4,1
4101,coy,kO,14,10,4,5,9,coy,1,2,313,4,100,50,88,362,49,808775,3,1
18191,uproot,^prut,1,1,0,0,1,uproot,2,5,457,7,4,0,18,136,15,116513,6,1
9726,layer,leX,16,14,2,5,11,layer,2,3,505,6,96,29,189,6661,398,26912653,4,2
8899,insight,InsYt,7,7,0,3,4,insight,2,5,514,8,14,1,143,4781,690,14082681,6,1
2072,boron,boran,2,1,1,1,1,boron,2,5,728,5,15,19,8,122,3,865654,4,1
18737,wade,wed,24,21,3,16,8,wade,1,3,489,5,91,32,840,3968,886,4793167,4,1
15574,shine,SYn,21,17,4,17,4,shine,1,3,503,6,85,26,1053,2573,296,5890894,4,1
11323,mutton,m^tN,4,3,1,2,2,mutton,2,5,579,5,24,10,40,157,4,389582,5,1
10954,missal,mIsL,5,4,1,2,3,missal,2,5,380,5,46,1,4,95,0,117461,6,2
14403,rectory,rEktXi,1,0,1,0,1,rectory,3,6,529,7,1,1,27,146,19,365174,6,2
11287,mush,m^S,15,15,0,6,9,mush,1,3,519,5,49,28,143,326,43,554552,4,1
16529,stump,st^mp,2,2,0,2,0,stump,1,5,485,6,14,13,125,1280,226,1357079,6,1
17267,thirst,TRst,6,4,2,6,0,thirst,1,4,509,7,23,2,190,896,66,1352279,5,1
12782,Persian,pRZ|n,1,1,0,1,0,persian,2,5,478,8,9,4,109,4568,1530,5280749,6,NA
2756,cater,ketX,6,5,1,5,1,cater,2,4,389,6,61,29,64,578,79,2092828,5,1
8131,hunger,h^GgX,2,2,0,1,1,hunger,2,5,425,7,7,10,300,3658,525,5358049,6,1
6529,flesh,flES,7,7,0,1,6,flesh,1,4,451,6,21,6,1125,6008,335,6768724,5,1
7993,honor,anX,2,2,0,2,0,honor,2,3,357,6,47,6,4912,12107,2791,16788215,4,2
1724,bellow,bElo,12,10,2,8,4,bellow,2,4,384,7,69,13,23,538,25,492951,5,1
9618,lame,lem,28,23,5,18,10,lame,1,3,364,5,87,41,557,1120,359,3018425,4,1
8003,hoof,hUf,5,5,0,3,2,hoof,1,3,332,5,52,18,88,299,13,588494,4,1
12267,pail,pel,34,32,2,25,9,pail,1,3,237,5,135,34,48,342,30,542968,4,1
15570,shill,SIl,25,23,2,21,4,shill,1,3,417,6,98,16,14,78,26,167644,4,NA
2060,booth,buT,12,11,1,6,6,booth,1,3,369,6,49,11,1039,3503,417,7723310,4,1
18921,wheat,hwit,9,8,1,3,6,wheat,1,3,359,6,97,6,293,4356,332,8685589,4,1
14677,resound,rIzWnd,2,2,0,1,1,resound,2,6,624,8,4,2,9,66,9,121342,4,2
15076,sail,sel,34,27,7,25,9,sail,1,3,447,5,140,38,701,2050,182,5228207,4,1
9629,lance,l@ns,10,7,3,5,5,lance,1,4,485,6,41,16,554,2948,617,5509957,5,1
5359,dung,d^G,17,16,1,7,10,dung,1,3,378,5,55,28,90,502,41,973533,4,1
6610,fodder,fadX,3,3,0,2,1,fodder,2,4,344,4,20,6,19,621,111,990472,4,1
6943,gait,get,28,24,4,19,9,gait,1,3,304,5,84,20,16,1088,15,822923,4,1
7696,haunch,hcnC,4,4,0,3,1,haunch,1,4,519,5,11,5,4,68,0,33851,5,1
15140,sappy,s@pi,4,3,1,1,3,sappy,2,4,479,5,33,4,43,108,19,218524,5,2
6493,flake,flek,11,8,3,3,8,flake,1,4,537,6,24,12,89,451,70,849585,5,1
15849,small,smcl,5,4,1,2,3,small,1,4,537,6,19,10,6373,102490,12092,208378995,5,1
19244,yarn,yarn,5,4,1,3,2,yarn,1,4,451,5,21,18,81,640,28,5113505,5,1
3914,cook,kUk,15,13,2,13,2,cook,1,3,354,5,57,25,2324,18139,1603,24413307,4,1
9716,lavish,l@vIS,1,1,0,1,0,lavish,2,5,518,7,3,4,39,1146,143,885755,6,1
9548,knowledge,nalIJ,2,2,0,2,0,knowledge,2,5,489,10,3,0,1302,35563,2199,89756307,6,1
10716,merger,mRJX,7,6,1,3,4,merger,2,4,375,7,15,17,202,1946,353,6021111,5,2
549,aloof,xluf,1,1,0,0,1,aloof,2,4,487,6,4,2,33,462,47,296583,5,1
13627,pride,prYd,12,9,3,4,8,pride,1,4,466,6,30,11,1411,7442,966,14445194,5,1
4436,dank,d@Gk,12,10,2,12,0,dank,1,4,367,5,39,31,28,345,7,355502,5,1
17566,tractor,tr@ktX,1,0,1,0,1,tractor,2,6,416,8,7,6,190,1400,152,5098075,7,1
18748,waggle,w@gL,4,2,2,2,2,waggle,2,5,409,7,20,7,20,34,0,40713,6,1
8273,illegally,IligLi,1,0,1,0,1,illegally,4,7,547,8,3,0,113,2027,744,1887757,7,3
382,after,@ftX,5,2,3,4,1,after,2,4,402,6,13,6,34812,288288,59624,372953923,5,1
10591,me,mi,32,25,7,18,14,me,1,2,364,3,180,68,471339,446444,132170,566617666,3,1
17583,tram,tr@m,11,7,4,5,6,tram,1,4,450,5,38,27,70,407,27,1364261,5,1
9527,knead,nid,21,16,5,11,10,knead,1,3,408,6,105,3,9,295,3,238706,4,1
18290,valet,v@l|t,3,3,0,3,0,valet,2,4,414,5,15,6,263,505,20,2052690,4,1
14561,remote,rImot,2,1,1,1,1,remote,2,5,464,7,3,3,713,7447,886,50689240,6,1
3377,cocky,kaki,11,9,2,5,6,cocky,2,4,391,5,62,6,210,472,63,364425,5,2
6619,folio,folio,2,1,1,2,0,folio,3,5,569,5,8,6,4,164,3,1842202,5,1
8042,hose,hoz,19,18,1,12,7,hose,1,3,496,5,143,46,411,1521,176,6909109,4,1
200,act,@kt,9,4,5,7,2,act,1,3,385,4,52,22,5565,42257,8275,141086424,4,1
14833,rile,rYl,26,24,2,16,10,rile,1,3,349,5,112,31,17,78,9,68294,4,1
1576,base,bes,27,20,7,15,12,base,1,3,355,5,101,57,1804,24222,4264,81899289,4,1
2087,bottom,batM,2,1,1,0,2,bottom,2,5,307,7,12,2,2546,23684,4381,45599059,6,1
16607,subtly,s^tli,1,0,1,1,0,subtly,3,6,552,6,6,1,22,1006,45,634021,6,1
18910,whack,hw@k,3,2,1,3,0,whack,1,3,370,6,99,8,455,654,146,725891,4,1
9968,links,lIGks,3,2,1,2,1,links,1,5,408,5,29,21,141,5966,537,339944467,6,1
14069,quarrel,kwcrL,2,1,1,1,1,quarrel,2,6,427,8,9,2,286,630,125,590286,7,1
10078,lodge,laJ,10,8,2,3,7,lodge,1,3,472,6,46,12,341,2939,206,21541414,4,1
6394,fight,fYt,24,21,3,18,6,fight,1,3,381,6,83,15,10255,27491,9379,30788957,4,1
18884,weeny,wini,5,4,1,3,2,weeny,2,4,398,4,53,6,8,21,6,58568,4,NA
7085,genie,Jini,7,6,1,5,2,genie,2,4,398,6,65,4,178,369,47,1630386,5,1
14259,ratio,reSo,1,1,0,0,1,ratio,3,5,536,6,2,7,164,5065,213,26458226,6,1
10433,maple,mepL,2,1,1,1,1,maple,2,5,396,6,12,14,165,2409,97,9704795,6,1
12349,pant,p@nt,17,12,5,10,7,pant,1,4,367,5,50,32,49,419,44,3138558,5,1
13656,prism,prIzM,2,2,0,1,1,prism,2,6,331,6,4,11,41,525,73,2657902,7,1
17192,than,D@n,12,11,1,11,1,than,1,3,404,5,65,35,37679,405521,68981,502620262,3,1
8628,indent,IndEnt,2,2,0,2,0,indent,2,6,460,7,3,3,6,22,2,1569632,7,1
12164,overall,ovXcl,3,0,3,0,3,overall,3,5,547,8,3,2,164,20299,2377,78994026,6,1
10658,mellow,mElo,10,10,0,6,4,mellow,2,4,430,7,53,9,153,667,77,1239234,5,1
1679,beer,bIr,29,26,3,21,8,beer,1,3,454,5,114,39,3850,10884,1341,20488618,4,1
4213,crone,kron,14,9,5,6,8,crone,1,4,439,6,69,27,22,124,16,229759,5,1
10212,lyric,lIrxk,1,0,1,0,1,lyric,2,5,423,6,23,3,56,849,116,6970569,6,1
14693,rest,rEst,20,17,3,18,2,rest,1,4,416,5,56,42,10861,39764,8563,53317846,5,1
19051,wilt,wIlt,14,10,4,10,4,wilt,1,4,306,5,54,25,93,517,60,1267600,5,1
600,amber,@mbX,5,3,2,4,1,amber,2,4,497,6,18,14,473,2604,238,11066821,5,1
17306,throat,Trot,6,4,2,2,4,throat,1,4,403,7,18,4,1837,8165,841,14353822,5,1
10147,loyal,lOL,3,3,0,1,2,loyal,2,4,341,6,12,7,612,3117,657,4499155,5,1
7267,gobbler,gablX,1,1,0,1,0,gobbler,2,5,619,8,9,7,16,366,2,101288,6,2
6268,faucet,fcs|t,1,1,0,1,0,faucet,2,5,529,7,6,3,73,547,53,1867270,6,1
15565,sherry,SEri,8,6,2,7,1,sherry,2,4,435,7,108,9,705,1526,269,2407286,5,1
12754,perk,pRk,22,20,2,16,6,perk,1,3,326,5,97,27,72,402,39,393721,4,1
8141,hurry,hRi,13,11,2,5,8,hurry,2,3,389,6,84,12,8856,3688,567,3538466,4,1
17385,tinkle,tIGkL,7,5,2,3,4,tinkle,2,6,391,7,21,12,47,109,10,104907,7,1
4174,crescent,krEsNt,1,0,1,0,1,crescent,2,7,539,9,3,1,72,1184,107,4857264,8,1
9475,kick,kIk,28,23,5,18,10,kick,1,3,376,5,113,25,3744,7049,1273,12953188,4,1
9359,joint,JOnt,5,4,1,3,2,joint,1,4,427,6,16,6,1405,10852,1933,38828945,5,1
9665,lard,lard,15,14,1,11,4,lard,1,4,589,5,41,25,86,277,16,423971,5,1
9589,lacrosse,lxkrcs,1,0,1,1,0,lacrosse,2,6,643,8,1,4,53,848,300,4641532,5,1
1614,batter,b@tX,19,15,4,12,7,batter,2,4,288,7,51,26,203,2072,125,1677096,5,1
11601,nod,nad,20,15,5,12,8,nod,1,3,459,4,68,27,203,2867,181,2193669,4,1
17179,testy,tEsti,5,3,2,2,3,testy,2,5,390,5,19,7,49,222,59,169557,6,1
7789,helm,hElm,10,6,4,3,7,helm,1,4,360,5,31,17,273,1236,107,1960083,5,1
16249,stage,steJ,11,8,3,2,9,stage,1,4,517,6,21,16,2324,25716,5028,52519007,5,1
16050,spar,spar,12,8,4,3,9,spar,1,4,569,5,33,24,36,325,18,894464,5,1
618,amend,xmEnd,8,5,3,7,1,amend,2,5,675,6,10,8,38,597,114,7806844,6,1
3384,code,kod,28,23,5,16,12,code,1,3,374,5,105,33,2709,12359,2018,250250908,4,1
17568,trader,tredX,2,1,1,0,2,trader,2,5,396,7,27,17,80,1098,223,6166980,6,2
14879,rob,rab,17,16,1,14,3,rob,1,3,452,4,85,42,1188,4730,1441,17021598,4,1
63,about,xbWt,4,3,1,1,3,about,2,4,464,6,9,6,185206,693701,249031,1226763335,5,1
140,account,xkWnt,2,1,1,2,0,account,2,5,523,8,4,1,2280,20141,2500,203612136,6,1
7250,gnaw,nc,19,16,3,11,8,gnaw,1,2,391,5,79,6,19,123,5,97994,3,1
18854,we,wi,30,22,8,18,12,we,1,2,351,3,173,60,459607,1180341,561627,1390661912,3,1
19127,wolf,wUlf,3,1,2,0,3,wolf,1,4,382,5,10,16,1034,7581,2048,13004791,5,1
13940,pulse,p^ls,2,1,1,0,2,pulse,1,4,499,6,17,5,1200,3509,339,18900029,5,1
15890,sneak,snik,7,5,2,3,4,sneak,1,4,475,6,23,5,861,1882,424,2281170,5,1
13670,pro,pro,14,10,4,8,6,pro,1,3,262,4,78,30,722,15640,3402,102596670,4,1
5353,dump,d^mp,13,10,3,9,4,dump,1,4,278,5,25,16,1470,2668,600,6945921,5,1
2385,buy,bY,29,23,6,17,12,buy,1,2,362,4,133,28,9814,33392,8842,410791202,3,1
15386,selves,sElvz,2,1,1,2,0,selves,1,5,628,6,19,9,62,895,52,1023898,5,1
11301,muss,m^s,25,21,4,13,12,muss,1,3,486,5,83,31,31,53,11,416545,4,NA
1598,bat,b@t,40,33,7,25,15,bat,1,3,384,4,101,54,1052,4169,567,7734454,4,1
13443,prairie,prEri,1,0,1,0,1,prairie,2,5,470,8,12,1,143,2809,190,8844038,6,1
8093,huge,hyuJ,2,1,1,0,2,huge,1,4,491,5,29,26,2467,27241,8026,70650187,5,1
10022,little,lItL,6,3,3,3,3,little,2,5,379,7,35,12,73766,178500,54969,187153377,6,1
15776,slam,sl@m,13,12,1,3,10,slam,1,4,504,5,36,35,296,2051,335,3855126,5,1
11200,motto,mato,2,2,0,0,2,motto,2,4,369,6,35,11,260,1055,159,1894147,5,1
12167,overawe,ovXc,3,1,2,0,3,overawe,3,4,579,6,9,1,1,12,0,10252,5,2
10114,loosen,lusN,4,2,2,2,2,loosen,2,5,417,7,40,7,282,1099,123,819463,6,2
16405,stole,stol,15,11,4,2,13,stole,1,4,559,6,54,22,2711,2959,635,2814273,5,1
11356,nag,n@g,17,16,1,12,5,nag,1,3,449,4,58,36,111,252,34,1163727,4,1
3225,clad,kl@d,13,11,2,4,9,clad,1,4,382,5,40,15,10,1638,65,2247938,5,1
6747,fountain,fWntN,2,1,1,1,1,fountain,2,6,597,9,5,3,352,2122,162,6932499,7,1
5409,early,Rli,10,6,4,9,1,early,2,3,386,6,96,16,5510,80958,12985,100013871,4,2
918,appoint,xpOnt,3,1,2,2,1,appoint,2,5,573,8,8,1,104,1052,416,3696615,6,1
9907,lift,lIft,11,10,1,6,5,lift,1,4,458,5,31,17,1741,8648,1242,15299610,5,1
10459,mark,mark,20,14,6,7,13,mark,1,4,408,5,86,36,4183,31538,9399,95624252,5,1
2906,chalk,Cck,13,12,1,13,0,chalk,1,3,409,6,80,3,183,1145,75,2498717,4,1
8100,hum,h^m,25,24,1,15,10,hum,1,3,344,4,88,39,246,1205,83,3075078,4,1
10622,medial,midiL,1,1,0,1,0,medial,2,6,403,6,2,8,21,356,10,931159,4,1
10350,mammal,m@mL,1,1,0,1,0,mammal,2,5,257,7,26,4,62,734,60,1251818,6,1
3056,child,CYld,4,3,1,3,1,child,1,4,418,6,18,7,8040,75235,16801,119753056,5,1
7924,hiss,hIs,14,14,0,5,9,hiss,1,3,437,5,70,19,47,885,29,497852,4,1
6734,fossil,fasL,4,4,0,4,0,fossil,2,5,459,7,18,2,79,2789,263,5293638,6,1
17259,thigh,TY,19,18,1,17,2,thigh,1,2,472,6,89,2,191,2155,118,2171743,3,1
11431,navy,nevi,5,3,2,2,3,navy,2,4,430,5,28,11,1310,8542,2190,22021247,5,1
4107,crabby,kr@bi,3,1,2,1,2,crabby,2,5,469,6,16,4,47,89,14,214907,6,2
14006,pussy,pUsi,2,2,0,1,1,pussy,2,4,354,6,10,7,1309,484,20,59207680,5,2
6775,fraud,frcd,4,4,0,1,3,fraud,1,4,517,6,23,6,512,5377,1743,15378751,5,1
13393,posture,pasCX,1,1,0,1,0,posture,2,5,589,8,3,2,88,2403,275,2045913,6,1
11994,orate,oret,9,7,2,8,1,orate,2,4,440,5,16,8,2,12,1,31700,4,1
9725,lay,le,35,20,15,20,15,lay,1,2,412,4,165,58,2970,17528,2145,16125669,3,1
8844,innate,Inet,4,2,2,2,2,innate,2,4,599,7,9,1,39,907,61,1052902,5,1
2534,cane,ken,33,30,3,24,9,cane,1,3,383,5,192,47,425,2584,181,3494916,4,1
16794,swarm,sworm,6,4,2,2,4,swarm,1,5,552,6,9,7,68,869,74,1158415,6,1
18733,wacky,w@ki,5,5,0,3,2,wacky,2,4,549,5,35,5,164,530,145,1865275,4,1
18718,vulgar,v^lgX,1,1,0,0,1,vulgar,2,5,393,7,3,0,167,660,109,1186559,6,1
17523,total,totL,8,7,1,5,3,total,2,5,360,6,24,5,1920,36835,3533,222656847,6,1
18167,upend,^pEnd,2,2,0,2,0,upend,2,5,440,3,7,1,1,71,6,36879,6,1
14020,putty,p^ti,9,8,1,5,4,putty,2,4,303,5,33,7,93,254,26,1071931,5,2
6913,futile,fyutL,2,1,1,1,1,futile,2,6,529,6,3,1,82,1052,94,956638,5,1
13345,portly,portli,2,2,0,2,0,portly,2,6,444,6,6,1,8,195,9,95046,6,NA
18766,wake,wek,26,22,4,18,8,wake,1,3,354,5,90,31,5366,10784,2244,14121621,4,1
5381,dutch,d^C,15,14,1,5,10,dutch,1,3,356,6,63,12,761,4651,354,19001677,4,NA
15270,scout,skWt,10,9,1,3,7,scout,1,4,516,6,28,11,657,3061,351,6176724,5,1
15259,score,skor,14,10,4,7,7,score,1,4,489,6,34,16,1552,13504,983,69317191,5,1
865,apiece,xpis,5,4,1,1,4,apiece,2,4,547,4,13,1,202,934,131,496659,4,1
3156,chunk,C^Gk,10,9,1,9,1,chunk,1,4,415,6,28,13,211,1787,262,2371231,5,1
1350,avenge,xvEnJ,1,1,0,0,1,avenge,2,5,605,7,2,3,154,282,32,365931,6,1
15124,sane,sen,33,27,6,24,9,sane,1,3,435,5,140,44,281,916,145,1939156,4,1
8526,incessant,InsEsNt,1,0,1,0,1,incessant,3,8,619,10,0,0,23,386,19,391925,9,1
16096,spell,spEl,9,8,1,3,6,spell,1,4,468,6,31,12,1869,3139,476,8508070,5,1
16417,stop,stap,11,8,3,5,6,stop,1,4,427,5,40,17,36071,48253,13759,77765310,5,1
16786,swallow,swalo,1,0,1,1,0,swallow,2,5,445,8,10,3,649,2206,237,3832303,6,1
15405,senator,sEn|tX,2,0,2,0,2,senator,3,6,583,8,12,2,1691,26139,19577,15023396,7,1
3485,comb,kom,24,20,4,13,11,comb,1,3,469,5,106,17,309,1057,103,2329108,4,1
4314,curd,kRd,19,17,2,11,8,curd,1,3,383,4,79,15,22,201,18,285733,4,1
2914,chamois,S@mi,5,4,1,2,3,chamois,2,4,584,6,23,0,11,139,3,356783,4,1
15618,shrew,Sru,9,6,3,7,2,shrew,1,3,416,6,46,6,42,130,5,382770,4,1
10046,load,lod,27,24,3,16,11,load,1,3,379,5,100,18,1490,6907,548,37899135,4,1
14508,reject,rIJEkt,1,0,1,1,0,reject,2,6,529,7,5,6,216,2856,554,6378272,7,1
14244,rarity,r@rxti,1,1,0,1,0,rarity,3,6,507,6,4,4,20,587,39,847526,5,2
14299,reading,ridIG,1,1,0,1,0,reading,2,5,403,8,25,13,3133,36057,4207,95293931,6,2
7252,gnome,nom,18,15,3,10,8,gnome,1,3,387,6,69,3,32,142,6,12612960,4,1
15750,ski,ski,9,3,6,4,5,ski,1,3,593,4,76,24,413,8483,362,28672058,4,1
