from_node,to_node,from_ortho,to_ortho,from_phono,to_phono,type,position
3262,3307,can,cans,k&n,k&nz,insert,3
3262,4080,can,clan,k&n,kl&n,insert,1
3262,20679,can,scan,k&n,sk&n,insert,0
3263,3264,canadian,canadians,k^nedi^n,k^nedi^nz,insert,8
3267,3268,cancel,canceled,k&ns^l,k&ns^ld,insert,6
3267,3271,cancel,cancelled,k&ns^l,k&ns^ld,insert,6
3267,3272,cancel,cancels,k&ns^l,k&ns^lz,insert,6
3273,3275,cancer,cancers,k&nsR,k&nsRz,insert,5
3279,3280,candidate,candidates,k&nd^det,k&nd^dets,insert,8
3281,3284,candle,candles,k&nd^l,k&nd^lz,insert,6
3281,20680,candle,scandal,k&nd^l,sk&nd^l,insert,0
3284,20683,candles,scandals,k&nd^lz,sk&nd^lz,insert,0
3287,3293,candor,canned,k&ndR,k&nd,delete,4
3288,3293,candy,canned,k&ndi,k&nd,delete,4
3289,3290,cane,canes,ken,kenz,insert,3
3289,5515,cane,crane,ken,kren,insert,1
3289,21683,cane,skein,ken,sken,insert,0
3290,5517,canes,cranes,kenz,krenz,insert,1
3293,20684,canned,scanned,k&nd,sk&nd,insert,0
3298,3305,cannon,canons,k&n^n,k&n^nz,insert,5
3298,3312,cannon,canyon,k&n^n,k&ny^n,insert,3
3301,3302,canoe,canoes,k^nu,k^nuz,insert,4
3303,3305,canon,canons,k&n^n,k&n^nz,insert,5
3303,3312,canon,canyon,k&n^n,k&ny^n,insert,3
3305,3313,canons,canyons,k&n^nz,k&ny^nz,insert,3
3307,4084,cans,clans,k&nz,kl&nz,insert,1
3307,20688,cans,scans,k&nz,sk&nz,insert,0
3312,3313,canyon,canyons,k&ny^n,k&ny^nz,insert,6
3315,3339,cap,caps,k&p,k&ps,insert,3
3315,4086,cap,clap,k&p,kl&p,insert,1
3315,5520,cap,crap,k&p,kr&p,insert,1
3316,3317,capabilities,capability,kep^bIl^tiz,kep^bIl^ti,delete,10
3321,3322,cape,caper,kep,kepR,insert,3
3321,3325,cape,capes,kep,keps,insert,3
3322,3324,caper,capers,kepR,kepRz,insert,4
3325,3459,capes,case,keps,kes,delete,2
3327,3334,capital,capitals,k&p^t^l,k&p^t^lz,insert,7
3329,3330,capitalist,capitalists,k&p^t^lIst,k&p^t^lIsts,insert,10
3332,3334,capitalize,capitals,k&p^t^l#z,k&p^t^lz,delete,7
3340,3341,capsule,capsules,k&ps^l,k&ps^lz,insert,6
3342,3343,captain,captains,k&pt^n,k&pt^nz,insert,6
3348,3349,captive,captives,k&ptIv,k&ptIvz,insert,6
3351,3352,captor,captors,k&ptR,k&ptRz,insert,5
3353,3354,capture,captured,k&pCR,k&pCRd,insert,5
3353,3355,capture,captures,k&pCR,k&pCRz,insert,5
3353,3507,capture,catcher,k&pCR,k&CR,delete,2
3357,3363,car,carb,kar,karb,insert,3
3357,3373,car,card,kar,kard,insert,3
3357,3429,car,cars,kar,karz,insert,3
3357,3431,car,cart,kar,kart,insert,3
3357,3432,car,carte,kar,kart,insert,3
3357,3451,car,carve,kar,karv,insert,3
3357,20693,car,scar,kar,skar,insert,0
3363,3369,carb,carbs,karb,karbz,insert,4
3363,4325,carb,cobb,karb,kab,delete,2
3369,3429,carbs,cars,karbz,karz,delete,3
3370,3536,carcass,caucus,kark^s,kak^s,delete,2
3373,3378,card,cards,kard,kardz,insert,4
3373,3452,card,carved,kard,karvd,insert,3
3373,4347,card,cod,kard,kad,delete,2
3373,20708,card,scarred,kard,skard,insert,0
3378,3429,cards,cars,kardz,karz,delete,3
3379,3380,care,cared,kEr,kErd,insert,3
3379,3391,care,cares,kEr,kErz,insert,3
3379,3424,care,carry,kEr,kEri,insert,3
3379,4070,care,claire,kEr,klEr,insert,1
3379,8246,care,ere,kEr,Er,delete,0
3379,8258,care,err,kEr,Er,delete,0
3379,11160,care,heir,kEr,Er,delete,0
3379,20698,care,scare,kEr,skEr,insert,0
3380,3418,cared,carried,kErd,kErid,insert,3
3380,20699,cared,scared,kErd,skErd,insert,0
3381,3382,career,careers,kRIr,kRIrz,insert,4
3384,3385,careful,carefully,kErf^l,kErf^li,insert,6
3387,3388,caregiver,caregivers,kErgIvR,kErgIvRz,insert,7
3391,3421,cares,carries,kErz,kEriz,insert,3
3391,8266,cares,errs,kErz,Erz,delete,0
3391,11162,cares,heirs,kErz,Erz,delete,0
3391,20701,cares,scares,kErz,skErz,insert,0
3392,5809,caressing,cursing,kREsIN,kRsIN,delete,2
3400,3427,caring,carrying,kErIN,kEriIN,insert,3
3400,20706,caring,scaring,kErIN,skErIN,insert,0
3402,13104,carmel,karma,karm^l,karm^,delete,5
3403,4560,carmine,common,karm^n,kam^n,delete,2
3403,13104,carmine,karma,karm^n,karm^,delete,5
3408,3409,carpenter,carpenters,karp^ntR,karp^ntRz,insert,8
3411,3414,carpet,carpets,karp^t,karp^ts,insert,6
3418,3424,carried,carry,kErid,kEri,delete,4
3418,5571,carried,creed,kErid,krid,delete,1
3419,3420,carrier,carriers,kEriR,kEriRz,insert,5
3419,3424,carrier,carry,kEriR,kEri,delete,4
3419,20704,carrier,scarier,kEriR,skEriR,insert,0
3420,3421,carriers,carries,kEriRz,kEriz,delete,4
3421,3424,carries,carry,kEriz,kEri,delete,4
3422,3423,carrot,carrots,kEr^t,kEr^ts,insert,5
3424,20711,carry,scary,kEri,skEri,insert,0
3429,20709,cars,scars,karz,skarz,insert,0
3431,3436,cart,carter,kart,kartR,insert,4
3431,3448,cart,carts,kart,karts,insert,4
3431,3539,cart,caught,kart,kat,delete,2
3431,5347,cart,cot,kart,kat,delete,2
3432,3436,carte,carter,kart,kartR,insert,4
3432,3448,carte,carts,kart,karts,insert,4
3432,3539,carte,caught,kart,kat,delete,2
3432,5347,carte,cot,kart,kat,delete,2
3434,3435,cartel,cartels,kartEl,kartElz,insert,6
3440,3441,carton,cartons,kart^n,kart^nz,insert,6
3440,5350,carton,cotton,kart^n,kat^n,delete,2
3442,3444,cartoon,cartoons,kartun,kartunz,insert,6
3442,3445,cartoon,cartoony,kartun,kartuni,insert,6
3449,3450,cartwheel,cartwheels,kartwil,kartwilz,insert,7
3451,3452,carve,carved,karv,karvd,insert,4
3451,3453,carve,carver,karv,karvR,insert,4
3454,3455,carving,carvings,karvIN,karvINz,insert,6
3459,3703,case,chaos,kes,keas,insert,2
3462,3463,casework,caseworker,keswRk,keswRkR,insert,6
3463,3464,caseworker,caseworkers,keswRkR,keswRkRz,insert,7
3465,4095,cash,clash,k&S,kl&S,insert,1
3465,5521,cash,crash,k&S,kr&S,insert,1
3469,3470,casino,casinos,k^sino,k^sinoz,insert,6
3472,3473,casket,caskets,k&sk^t,k&sk^ts,insert,6
3476,3484,cast,castor,k&st,k&stR,insert,4
3476,3486,cast,casts,k&st,k&sts,insert,4
3476,3492,cast,cat,k&st,k&t,delete,2
3476,4099,cast,classed,k&st,kl&st,insert,1
3478,3484,caste,castor,k&st,k&stR,insert,4
3478,3486,caste,casts,k&st,k&sts,insert,4
3478,3492,caste,cat,k&st,k&t,delete,2
3478,4099,caste,classed,k&st,kl&st,insert,1
3479,3480,castigate,castigates,k&st^get,k&st^gets,insert,8
3486,3530,casts,cats,k&sts,k&ts,delete,2
3487,3489,casual,casuals,k&Z^w^l,k&Z^w^lz,insert,7
3490,3491,casualties,casualty,k&Z^ltiz,k&Z^lti,delete,7
3492,3530,cat,cats,k&t,k&ts,insert,3
3506,3507,catch,catcher,k&C,k&CR,insert,3
3511,3512,catchword,catchwords,k&CwRd,k&CwRdz,insert,6
3515,3518,categories,category,k&t^g>riz,k&t^g>ri,delete,8
3519,3520,cater,caterer,ketR,ketRR,insert,4
3519,21677,cater,skater,ketR,sketR,insert,0
3538,4348,caudal,coddled,kad^l,kad^ld,insert,5
3539,4239,caught,clot,kat,klat,insert,1
3539,4333,caught,cocked,kat,kakt,insert,2
3539,5240,caught,copped,kat,kapt,insert,2
3544,3545,cause,caused,k>z,k>zd,insert,3
3544,4114,cause,clause,k>z,kl>z,insert,1
3544,4121,cause,claws,k>z,kl>z,insert,1
3544,5256,cause,cores,k>z,k>rz,insert,2
3544,5288,cause,corps,k>z,k>rz,insert,2
3558,3559,cave,caved,kev,kevd,insert,3
3558,3563,cave,caves,kev,kevz,insert,3
3567,3568,cease,ceased,sis,sist,insert,3
3567,20895,cease,sea,sis,si,delete,2
3567,20987,cease,see,sis,si,delete,2
3568,7636,ceased,east,sist,ist,delete,0
3568,20932,ceased,seat,sist,sit,delete,2
3570,3571,cedar,cede,sidR,sid,delete,3
3570,20988,cedar,seed,sidR,sid,delete,3
3571,20895,cede,sea,sid,si,delete,2
3571,20908,cede,sealed,sid,sild,insert,2
3571,20987,cede,see,sid,si,delete,2
3571,20994,cede,seeds,sid,sidz,insert,3
3571,21000,cede,seemed,sid,simd,insert,2
3571,21022,cede,seized,sid,sizd,insert,2
3571,22295,cede,speed,sid,spid,insert,1
3571,22666,cede,steed,sid,stid,insert,1
3572,3573,ceiling,ceilings,silIN,silINz,insert,5
3572,20992,ceiling,seedling,silIN,sidlIN,insert,2
3572,20995,ceiling,seeing,silIN,siIN,delete,2
3572,21816,ceiling,sling,silIN,slIN,delete,1
3572,22657,ceiling,stealing,silIN,stilIN,insert,1
3573,20909,ceilings,sealing,silINz,silIN,delete,5
3573,20993,ceilings,seedlings,silINz,sidlINz,insert,2
3574,3576,celebrate,celebrates,sEl^bret,sEl^brets,insert,8
3577,3578,celebration,celebrations,sEl^breS^n,sEl^breS^nz,insert,10
3579,3580,celebrities,celebrity,s^lEbrItiz,s^lEbrIti,delete,9
3581,3585,celery,cellar,sElRi,sElR,delete,4
3581,21041,celery,seller,sElRi,sElR,delete,4
3584,3585,cell,cellar,sEl,sElR,insert,3
3584,3589,cell,cells,sEl,sElz,insert,3
3584,21036,cell,self,sEl,sElf,insert,3
3584,21041,cell,seller,sEl,sElR,insert,3
3584,21044,cell,sells,sEl,sElz,insert,3
3584,21890,cell,smell,sEl,smEl,insert,1
3584,22303,cell,spell,sEl,spEl,insert,1
3584,23481,cell,swell,sEl,swEl,insert,1
3585,21040,cellar,sell,sElR,sEl,delete,3
3585,21042,cellar,sellers,sElR,sElRz,insert,4
3585,21173,cellar,settler,sElR,sEtlR,insert,2
3585,21865,cellar,slur,sElR,slR,delete,1
3585,22306,cellar,speller,sElR,spElR,insert,1
3585,22680,cellar,stellar,sElR,stElR,insert,1
3589,20660,cells,says,sElz,sEz,delete,2
3589,21040,cells,sell,sElz,sEl,delete,3
3589,21042,cells,sellers,sElz,sElRz,insert,3
3589,21045,cells,selves,sElz,sElvz,insert,3
3589,21893,cells,smells,sElz,smElz,insert,1
3589,22308,cells,spells,sElz,spElz,insert,1
3589,23484,cells,swells,sElz,swElz,insert,1
3594,3595,cemeteries,cemetery,sEm^tEriz,sEm^tEri,delete,8
3596,3597,censor,censored,sEnsR,sEnsRd,insert,5
3596,3598,censor,censors,sEnsR,sEnsRz,insert,5
3596,21082,censor,sense,sEnsR,sEns,delete,4
3596,21094,censor,sensors,sEnsR,sEnsRz,insert,5
3596,21095,censor,sensory,sEnsR,sEnsRi,insert,5
3597,21093,censored,sensor,sEnsRd,sEnsR,delete,5
3598,21093,censors,sensor,sEnsRz,sEnsR,delete,5
3600,3601,censure,censured,sEnSR,sEnSRd,insert,5
3602,21084,census,senseless,sEns^s,sEnsl^s,insert,4
3604,3606,cent,center,sEnt,sEntR,insert,4
3604,3620,cent,centre,sEnt,sEntR,insert,4
3604,3623,cent,cents,sEnt,sEnts,insert,4
3604,20728,cent,scents,sEnt,sEnts,insert,4
3604,21062,cent,sen,sEnt,sEn,delete,3
3604,21063,cent,senate,sEnt,sEn^t,insert,3
3604,21083,cent,sensed,sEnt,sEnst,insert,3
3604,21164,cent,set,sEnt,sEt,delete,2
3604,22315,cent,spent,sEnt,spEnt,insert,1
3606,3607,center,centered,sEntR,sEntRd,insert,5
3606,3610,center,centers,sEntR,sEntRz,insert,5
3606,8116,center,enter,sEntR,EntR,delete,0
3606,20726,center,scent,sEntR,sEnt,delete,4
3606,21064,center,senator,sEntR,sEn^tR,insert,3
3606,21098,center,sent,sEntR,sEnt,delete,4
3607,3620,centered,centre,sEntRd,sEntR,delete,5
3607,8117,centered,entered,sEntRd,EntRd,delete,0
3610,3620,centers,centre,sEntRz,sEntR,delete,5
3610,8120,centers,enters,sEntRz,EntRz,delete,0
3610,21065,centers,senators,sEntRz,sEn^tRz,insert,3
3614,3619,central,centrally,sEntr^l,sEntr^li,insert,7
3617,3618,centralize,centralized,sEntr^l#z,sEntr^l#zd,insert,9
3620,8116,centre,enter,sEntR,EntR,delete,0
3620,20726,centre,scent,sEntR,sEnt,delete,4
3620,21064,centre,senator,sEntR,sEn^tR,insert,3
3620,21098,centre,sent,sEntR,sEnt,delete,4
3623,20726,cents,scent,sEnts,sEnt,delete,4
3623,21082,cents,sense,sEnts,sEns,delete,3
3623,21098,cents,sent,sEnts,sEnt,delete,4
3623,21167,cents,sets,sEnts,sEts,delete,2
3624,3625,centuries,century,sEnCRiz,sEnCRi,delete,6
3626,3627,ceramic,ceramics,sR&mIk,sR&mIks,insert,6
3628,21136,cereal,serials,sIri^l,sIri^lz,insert,6
3631,3632,ceremonial,ceremonially,sEr^moni^l,sEr^moni^li,insert,10
3633,3634,ceremonies,ceremony,sEr^moniz,sEr^moni,delete,8
3639,3640,certificate,certificates,sRtIfIk^t,sRtIfIk^ts,insert,9
3642,3643,certified,certify,sRt^f#d,sRt^f#,delete,6
3647,21075,cessation,sensation,sEseS^n,sEnseS^n,insert,2
3648,20963,cession,section,sES^n,sEkS^n,insert,2
3648,21163,cession,sessions,sES^n,sES^nz,insert,5
3654,3655,chain,chains,Cen,Cenz,insert,3
3654,3692,chain,change,Cen,CenJ,insert,3
3656,3660,chair,chairs,CEr,CErz,insert,3
3656,3824,chair,cherry,CEr,CEri,insert,3
3656,8246,chair,ere,CEr,Er,delete,0
3656,8258,chair,err,CEr,Er,delete,0
3656,11160,chair,heir,CEr,Er,delete,0
3660,3823,chairs,cherries,CErz,CEriz,insert,3
3660,8266,chairs,errs,CErz,Erz,delete,0
3660,11162,chairs,heirs,CErz,Erz,delete,0
3662,21211,chaise,shades,Sez,Sedz,insert,2
3664,3915,chalk,chocks,Cak,Caks,insert,3
3665,3667,challenge,challenger,C&l^nJ,C&l^nJR,insert,6
3670,3674,chamber,chambers,CembR,CembRz,insert,5
3672,3673,chambermaid,chambermaids,CembRmed,CembRmedz,insert,8
3676,21235,chamois,sham,S&mi,S&m,delete,3
3677,3684,champ,champs,C&mp,C&mps,insert,4
3680,3681,champion,champions,C&mpi^n,C&mpi^nz,insert,7
3682,3683,championship,championships,C&mpi^nSIp,C&mpi^nSIps,insert,10
3684,3712,champs,chaps,C&mps,C&ps,delete,2
3685,3686,chance,chanced,C&ns,C&nst,insert,4
3685,3702,chance,chants,C&ns,C&nts,insert,3
3686,3700,chanced,chant,C&nst,C&nt,delete,3
3687,3698,chancel,channel,C&ns^l,C&n^l,delete,3
3692,3694,change,changed,CenJ,CenJd,insert,4
3695,3697,changeling,changing,CenJlIN,CenJIN,delete,4
3698,3699,channel,channels,C&n^l,C&n^lz,insert,5
3700,3702,chant,chants,C&nt,C&nts,insert,4
3700,3757,chant,chat,C&nt,C&t,delete,2
3701,3761,chanting,chatting,C&ntIN,C&tIN,delete,2
3705,3706,chapel,chapels,C&p^l,C&p^lz,insert,5
3709,3710,chaplain,chaplains,C&pl^n,C&pl^nz,insert,6
3711,3713,chapped,chapter,C&pt,C&ptR,insert,4
3711,3757,chapped,chat,C&pt,C&t,delete,2
3713,3714,chapter,chapters,C&ptR,C&ptRz,insert,5
3713,3760,chapter,chatter,C&ptR,C&tR,delete,2
3716,3718,characteristic,characteristics,kEr^ktRIstIk,kEr^ktRIstIks,insert,12
3720,3721,characterize,characterized,kEr^ktR#z,kEr^ktR#zd,insert,9
3720,3724,characterize,characters,kEr^ktR#z,kEr^ktRz,delete,7
3725,21209,charade,shade,SRed,Sed,delete,1
3727,3728,charge,charged,CarJ,CarJd,insert,4
3727,3729,charge,charger,CarJ,CarJR,insert,4
3728,3742,charged,charred,CarJd,Card,delete,3
3739,3741,charm,charms,Carm,Carmz,insert,4
3743,3744,chart,charter,Cart,CartR,insert,4
3743,3747,chart,charts,Cart,Carts,insert,4
3748,3749,chase,chased,Ces,Cest,insert,3
3748,3750,chase,chaser,Ces,CesR,insert,3
3748,3755,chase,chaste,Ces,Cest,insert,3
3757,3760,chat,chatter,C&t,C&tR,insert,3
3762,3763,chauffeur,chauffeured,SofR,SofRd,insert,4
3766,3768,cheap,cheaper,Cip,CipR,insert,3
3768,3795,cheaper,cheep,CipR,Cip,delete,3
3772,3774,cheat,cheater,Cit,CitR,insert,3
3772,3776,cheat,cheats,Cit,Cits,insert,3
3772,7643,cheat,eat,Cit,it,delete,0
3774,7645,cheater,eater,CitR,itR,delete,0
3775,7646,cheating,eating,CitIN,itIN,delete,0
3776,7647,cheats,eats,Cits,its,delete,0
3777,3779,check,checked,CEk,CEkt,insert,3
3777,3780,check,checker,CEk,CEkR,insert,3
3777,3788,check,checks,CEk,CEks,insert,3
3779,3785,checked,checkout,CEkt,CEk$t,insert,3
3779,5863,checked,czech,CEkt,CEk,delete,3
3780,5863,checker,czech,CEkR,CEk,delete,3
3786,3787,checkpoint,checkpoints,CEkp%nt,CEkp%nts,insert,7
3788,3826,checks,chess,CEks,CEs,delete,2
3788,5863,checks,czech,CEks,CEk,delete,3
3790,3793,cheek,cheeks,Cik,Ciks,insert,3
3790,3794,cheek,cheeky,Cik,Ciki,insert,3
3791,3792,cheekbone,cheekbones,Cikbon,Cikbonz,insert,6
3796,3797,cheer,cheered,CIr,CIrd,insert,3
3796,3805,cheer,cheers,CIr,CIrz,insert,3
3796,7593,cheer,ear,CIr,Ir,delete,0
3797,7598,cheered,eared,CIrd,Ird,delete,0
3801,7617,cheering,earring,CIrIN,IrIN,delete,0
3802,3803,cheerleader,cheerleaders,CIrlidR,CIrlidRz,insert,7
3805,7619,cheers,ears,CIrz,Irz,delete,0
3806,7629,cheese,ease,Ciz,iz,delete,0
3810,3811,chef,chefs,SEf,SEfs,insert,3
3810,21296,chef,shelf,SEf,SElf,insert,2
3818,3819,cherish,cherished,CErIS,CErISt,insert,5
3821,3822,cherokee,cherokees,CEr^ki,CEr^kiz,insert,6
3823,3824,cherries,cherry,CEriz,CEri,delete,4
3826,3828,chess,chest,CEs,CEst,insert,3
3828,3831,chest,chests,CEst,CEsts,insert,4
3834,3835,chew,chewed,Cu,Cud,insert,2
3836,3933,chewing,choosing,CuIN,CuzIN,insert,2
3837,21327,cheyenne,shine,S#En,S#n,delete,2
3838,21279,chic,she,Sik,Si,delete,2
3839,3845,chick,chicks,CIk,CIks,insert,3
3840,3844,chicken,chickens,CIk^n,CIk^nz,insert,5
3849,3851,chief,chiefs,Cif,Cifs,insert,3
3863,3864,children,childrens,CIldr^n,CIldr^nz,insert,7
3865,3868,chile,chill,CIli,CIl,delete,3
3865,3871,chile,chillier,CIli,CIliR,insert,4
3867,3868,chili,chill,CIli,CIl,delete,3
3867,3871,chili,chillier,CIli,CIliR,insert,4
3868,3869,chill,chilled,CIl,CIld,insert,3
3868,3873,chill,chills,CIl,CIlz,insert,3
3868,3874,chill,chilly,CIl,CIli,insert,3
3868,11809,chill,ill,CIl,Il,delete,0
3870,3873,chillers,chills,CIlRz,CIlz,delete,3
3871,3874,chillier,chilly,CIliR,CIli,delete,4
3873,11822,chills,ills,CIlz,Ilz,delete,0
3875,3877,chime,chimes,C#m,C#mz,insert,3
3880,3881,chimpanzee,chimpanzees,CImp&nzi,CImp&nziz,insert,8
3882,3893,chin,chins,CIn,CInz,insert,3
3882,12013,chin,in,CIn,In,delete,0
3882,12382,chin,inn,CIn,In,delete,0
3888,3889,chines,chinese,C#nz,C#niz,insert,3
3895,3897,chip,chipped,CIp,CIpt,insert,3
3895,3899,chip,chips,CIp,CIps,insert,3
3897,3904,chipped,chit,CIpt,CIt,delete,2
3904,12883,chit,it,CIt,It,delete,0
3907,3908,chive,chives,C#v,C#vz,insert,3
3913,3915,chock,chocks,Cak,Caks,insert,3
3916,3917,chocolate,chocolates,C>kl^t,C>kl^ts,insert,6
3922,26496,choir,wire,kw#R,w#R,delete,0
3925,3926,choke,choked,Cok,Cokt,insert,3
3925,15923,choke,oak,Cok,ok,delete,0
3928,4419,cholera,collar,kalR^,kalR,delete,4
3929,4405,choleric,colic,kalRIk,kalIk,delete,3
3931,3934,chomp,chop,Camp,Cap,delete,2
3934,3936,chop,chopped,Cap,Capt,insert,3
3934,3937,chop,chopper,Cap,CapR,insert,3
3934,3939,chop,choppy,Cap,Capi,insert,3
3934,3940,chop,chops,Cap,Caps,insert,3
3936,16197,chopped,opt,Capt,apt,delete,0
3941,5251,choral,cordial,k>r^l,k>rJ^l,insert,3
3941,16214,choral,oral,k>r^l,>r^l,delete,0
3941,18784,choral,quarrel,k>r^l,kw>r^l,insert,1
3942,5791,chorale,curl,kR&l,kRl,delete,2
3943,3944,chord,chords,k>rd,k>rdz,insert,4
3943,5253,chord,cords,k>rd,k>rdz,insert,4
3943,5254,chord,core,k>rd,k>r,delete,3
3943,20792,chord,scored,k>rd,sk>rd,insert,0
3944,5250,chords,cord,k>rdz,k>rd,delete,4
3944,5256,chords,cores,k>rdz,k>rz,delete,3
3944,5288,chords,corps,k>rdz,k>rz,delete,3
3945,3948,chore,chores,C>r,C>rz,insert,3
3945,15925,chore,oar,C>r,>r,delete,0
3945,16211,chore,or,C>r,>r,delete,0
3945,16249,chore,ore,C>r,>r,delete,0
3948,16251,chores,ores,C>rz,>rz,delete,0
3949,4307,chorus,coarse,k>r^s,k>rs,delete,3
3949,5293,chorus,corpus,k>r^s,k>rp^s,insert,3
3949,5416,chorus,course,k>r^s,k>rs,delete,3
3950,5710,chorused,crust,kor^st,kr^st,delete,1
3952,16539,chose,owes,Coz,oz,delete,0
3955,3956,chowder,chowders,C$dR,C$dRz,insert,4
3958,3961,christian,christians,krIsC^n,krIsC^nz,insert,7
3966,4478,chrome,comb,krom,kom,delete,1
3966,5669,chrome,crow,krom,kro,delete,3
3966,20229,chrome,roam,krom,rom,delete,0
3968,3969,chromosome,chromosomes,krom^zom,krom^zomz,insert,8
3970,4901,chronic,conic,kranIk,kanIk,delete,1
3971,3972,chronicle,chronicled,kranIk^l,kranIk^ld,insert,8
3977,3982,chuck,chunk,C^k,C^Nk,insert,2
3978,3979,chuckle,chuckled,C^k^l,C^k^ld,insert,5
3982,3983,chunk,chunks,C^Nk,C^Nks,insert,4
3982,3984,chunk,chunky,C^Nk,C^Nki,insert,4
3992,7612,churning,earning,CRnIN,RnIN,delete,0
3993,21365,chute,shoe,Sut,Su,delete,2
3993,21375,chute,shooter,Sut,SutR,insert,3
3993,21379,chute,shoots,Sut,Suts,insert,3
3996,21509,cider,side,s#dR,s#d,delete,3
3996,21540,cider,sighed,s#dR,s#d,delete,3
3996,21644,cider,sire,s#dR,s#R,delete,2
3996,22328,cider,spider,s#dR,sp#dR,insert,1
3997,4000,cigar,cigars,sIgar,sIgarz,insert,5
3998,3999,cigarette,cigarettes,sIgREt,sIgREts,insert,6
4002,12063,cinch,inch,sInC,InC,delete,0
4002,21608,cinch,sin,sInC,sIn,delete,3
4005,4007,cinema,cinnamon,sIn^m^,sIn^m^n,insert,6
4008,21644,cipher,sire,s#fR,s#R,delete,2
4009,4011,circa,circle,sRk^,sRk^l,insert,4
4009,4015,circa,circuit,sRk^,sRk^t,insert,4
4009,4033,circa,circus,sRk^,sRk^s,insert,4
4011,4012,circle,circled,sRk^l,sRk^ld,insert,5
4011,4013,circle,circles,sRk^l,sRk^lz,insert,5
4011,21729,circle,skull,sRk^l,sk^l,delete,1
4013,21731,circles,skulls,sRk^lz,sk^lz,delete,1
4015,4017,circuit,circuits,sRk^t,sRk^ts,insert,5
4017,4033,circuits,circus,sRk^ts,sRk^s,delete,4
4036,4037,citation,citations,s#teS^n,s#teS^nz,insert,7
4036,22623,citation,station,s#teS^n,steS^n,delete,1
4037,22627,citations,stations,s#teS^nz,steS^nz,delete,1
4038,4040,cite,cites,s#t,s#ts,insert,3
4038,8756,cite,eyesight,s#t,#s#t,insert,0
4038,18574,cite,psyched,s#t,s#kt,insert,2
4038,21539,cite,sigh,s#t,s#,delete,2
4038,21545,cite,sights,s#t,s#ts,insert,3
4038,21652,cite,sites,s#t,s#ts,insert,3
4038,21809,cite,slight,s#t,sl#t,insert,1
4038,22360,cite,spite,s#t,sp#t,insert,1
4039,22993,cited,stud,s#t^d,st^d,delete,1
4040,21543,cites,sight,s#ts,s#t,delete,3
4040,21651,cites,site,s#ts,s#t,delete,3
4041,4050,cities,city,sItiz,sIti,delete,4
4042,21541,citing,sighing,s#tIN,s#IN,delete,2
4042,21544,citing,sightings,s#tIN,s#tINz,insert,5
4043,4045,citizen,citizens,sIt^z^n,sIt^z^nz,insert,7
4050,21649,city,sit,sIti,sIt,delete,3
4054,21966,civil,snivel,sIv^l,snIv^l,insert,1
4055,4056,civilian,civilians,s^vIly^n,s^vIly^nz,insert,8
4058,4060,civilization,civilizations,sIv^lIzeS^n,sIv^lIzeS^nz,insert,11
4061,4062,civilize,civilized,sIv^l#z,sIv^l#zd,insert,7
4064,4081,clad,clanged,kl&d,kl&Nd,insert,3
4064,13282,clad,lad,kl&d,l&d,delete,0
4065,4067,claim,claimed,klem,klemd,insert,4
4065,4069,claim,claims,klem,klemz,insert,4
4065,4122,claim,clay,klem,kle,delete,3
4065,13304,claim,lame,klem,lem,delete,0
4070,13297,claire,lair,klEr,lEr,delete,0
4072,4074,clam,clammy,kl&m,kl&mi,insert,4
4072,4078,clam,clams,kl&m,kl&mz,insert,4
4072,13302,clam,lamb,kl&m,l&m,delete,0
4077,4088,clamping,clapping,kl&mpIN,kl&pIN,delete,3
4080,4084,clan,clans,kl&n,kl&nz,insert,4
4086,13348,clap,lap,kl&p,l&p,delete,0
4088,13351,clapping,lapping,kl&pIN,l&pIN,delete,0
4091,4092,clarified,clarify,klEr^f#d,klEr^f#,delete,7
4095,13370,clash,lash,kl&S,l&S,delete,0
4096,13371,clashes,lashes,kl&SIz,l&SIz,delete,0
4097,4099,clasped,classed,kl&spt,kl&st,delete,4
4098,4099,class,classed,kl&s,kl&st,insert,4
4098,4113,class,classy,kl&s,kl&si,insert,4
4099,13373,classed,last,kl&st,l&st,delete,0
4101,4104,classic,classics,kl&sIk,kl&sIks,insert,6
4107,4108,classified,classify,kl&s^f#d,kl&s^f#,delete,7
4109,4110,classmate,classmates,kl&smet,kl&smets,insert,7
4111,4112,classroom,classrooms,kl&srum,kl&srumz,insert,7
4114,4119,clause,claw,kl>z,kl>,delete,3
4114,13423,clause,laws,kl>z,l>z,delete,0
4119,4121,claw,claws,kl>,kl>z,insert,3
4119,4240,claw,cloth,kl>,kl>T,insert,3
4120,4190,clawing,cling,kl>IN,klIN,delete,2
4121,13423,claws,laws,kl>z,l>z,delete,0
4122,13430,clay,lay,kle,le,delete,0
4123,4124,clean,cleaned,klin,klind,insert,4
4123,4125,clean,cleaner,klin,klinR,insert,4
4123,13107,clean,keen,klin,kin,delete,1
4123,13467,clean,lean,klin,lin,delete,0
4123,13653,clean,lien,klin,lin,delete,0
4124,13468,cleaned,leaned,klind,lind,delete,0
4125,4126,cleaner,cleaners,klinR,klinRz,insert,5
4127,13469,cleaning,leaning,klinIN,linIN,delete,0
4129,13109,cleanly,keenly,klinli,kinli,delete,1
4133,4136,clear,cleared,klIr,klIrd,insert,4
4133,4137,clear,clearer,klIr,klIrR,insert,4
4133,4142,clear,clears,klIr,klIrz,insert,4
4146,4147,cleave,cleaved,kliv,klivd,insert,4
