node,ortho,phono,original,replace,delete_insert,pos_l50,pos_m50,Item,NumSylls,NumPhones,Duration,OrthUP,PhonND,OrthND,FreqSUBTLEX,FreqCOCA,FreqCOCAspok,FreqGoogle,PhonUP
8013,hop,hap,20,19,1,15,5,hop,1,3,327,4,105,44,977,3542,582,22935809,4
16290,stark,stark,7,5,2,2,5,stark,1,5,587,6,32,18,331,2970,443,3479265,6
8237,ideally,Ydili,3,0,3,2,1,ideally,3,5,543,6,9,0,22,1552,136,4048227,5
14382,recount,rIkWnt,2,2,0,1,1,recount,2,6,625,8,2,3,37,1626,1082,842672,7
2437,calamine,k@lxmYn,1,0,1,1,0,calamine,3,7,558,9,1,0,10,45,4,42374,8
12806,pertain,pXten,1,0,1,1,0,pertain,2,5,546,8,3,5,14,268,30,963600,6
17712,tried,trYd,16,11,5,5,11,tried,1,4,413,5,30,13,9529,42151,10198,34201786,5
11290,musician,myUzIS|n,1,1,0,1,0,musician,3,8,585,9,4,1,308,2356,648,6011315,9
10500,mascara,m@sk@rx,1,1,0,1,0,mascara,3,7,559,7,0,2,64,657,64,842185,5
11875,off,cf,12,7,5,4,8,off,1,2,374,4,56,14,60155,190390,39513,284052274,3
5221,dower,dWX,12,11,1,6,6,dower,1,3,329,6,47,23,1,38,4,187508,4
7441,groin,grOn,4,4,0,0,4,groin,1,4,365,6,21,11,92,721,59,784476,5
4389,dabble,d@bL,8,7,1,5,3,dabble,2,5,389,7,24,6,29,92,3,147951,6
2354,burp,bRp,8,7,1,1,7,burp,1,3,249,5,70,13,66,159,20,456508,4
16171,spoon,spun,11,10,1,2,9,spoon,1,4,655,6,21,10,388,3990,198,4000675,5
6163,factual,f@kCuL,1,0,1,1,0,factual,3,7,474,8,1,2,27,1214,196,3008091,8
4653,demise,dxmYz,1,1,0,1,0,demise,2,5,560,6,6,6,87,1707,187,1580466,5
10050,loath,loT,13,11,2,3,10,loath,1,3,479,6,48,7,5,316,25,158004,4
7702,having,h@vIG,2,2,0,2,0,having,2,5,402,7,12,17,14752,73176,21593,109363088,6
4042,count,kWnt,7,4,3,5,2,count,1,4,404,6,22,7,4588,13641,3448,40348176,5
1607,batman,b@tmxn,2,1,1,1,1,batman,2,6,649,4,0,16,239,1693,240,6354546,4
14094,quick,kwIk,14,11,3,4,10,quick,1,4,295,6,30,5,5542,20412,5253,85588228,5
14219,rang,r@G,21,20,1,10,11,rang,1,3,407,5,74,38,277,3106,253,1766026,4
14331,recall,rIkcl,1,1,0,0,1,recall,2,5,460,7,6,3,1003,8524,1811,12127299,6
18189,uproar,^pror,1,1,0,0,1,uproar,2,5,529,7,0,0,53,594,170,481195,4
5807,equity,Ekwxti,1,1,0,0,1,equity,3,6,459,7,3,0,67,4707,667,31158626,7
1168,assuage,xsweJ,1,0,1,1,0,assuage,2,5,511,8,1,1,6,240,29,123696,6
5342,dull,d^l,23,22,1,13,10,dull,1,3,322,5,109,26,616,3007,225,3211758,4
14927,rosy,rozi,7,4,3,5,2,rosy,2,4,497,4,55,19,169,912,128,836269,5
7248,gnash,n@S,15,14,1,10,5,gnash,1,3,487,6,53,2,5,18,5,66277,4
7288,good,gUd,12,10,2,10,2,good,1,3,284,5,28,23,133117,236132,85425,365822878,4
16839,swung,sw^G,5,4,1,3,2,swung,1,4,499,4,5,4,117,2912,115,870107,4
5885,etiquette,EtIk|t,1,0,1,1,0,etiquette,3,6,549,4,1,1,96,751,74,3872794,4
960,Arab,@rxb,3,2,1,0,3,arab,2,4,499,5,22,17,174,15774,4274,21022995,5
15125,sang,s@G,19,17,2,11,8,sang,1,3,509,5,61,44,419,3658,644,3669497,4
18710,vow,vW,14,11,3,10,4,vow,1,2,348,4,75,26,276,886,172,1127734,3
9167,inwards,InwXdz,2,0,2,1,1,inwards,2,6,523,7,4,3,6,59,4,234751,6
18191,uproot,^prut,1,1,0,0,1,uproot,2,5,457,7,4,0,18,136,15,116513,6
9726,layer,leX,16,14,2,5,11,layer,2,3,505,6,96,29,189,6661,398,26912653,4
2072,boron,boran,2,1,1,1,1,boron,2,5,728,5,15,19,8,122,3,865654,4
18737,wade,wed,24,21,3,16,8,wade,1,3,489,5,91,32,840,3968,886,4793167,4
12782,Persian,pRZ|n,1,1,0,1,0,persian,2,5,478,8,9,4,109,4568,1530,5280749,6
2756,cater,ketX,6,5,1,5,1,cater,2,4,389,6,61,29,64,578,79,2092828,5
13203,podium,podixm,2,2,0,2,0,podium,3,6,497,7,4,2,65,1355,313,1230847,7
6529,flesh,flES,7,7,0,1,6,flesh,1,4,451,6,21,6,1125,6008,335,6768724,5
7993,honor,anX,2,2,0,2,0,honor,2,3,357,6,47,6,4912,12107,2791,16788215,4
18636,vitalize,vYtxlYz,1,0,1,0,1,vitalize,3,7,645,7,1,0,0,8,0,31523,6
2060,booth,buT,12,11,1,6,6,booth,1,3,369,6,49,11,1039,3503,417,7723310,4
14677,resound,rIzWnd,2,2,0,1,1,resound,2,6,624,8,4,2,9,66,9,121342,4
15076,sail,sel,34,27,7,25,9,sail,1,3,447,5,140,38,701,2050,182,5228207,4
3837,continent,kantN|nt,1,1,0,0,1,continent,3,9,550,10,4,2,187,3467,364,5095575,10
19244,yarn,yarn,5,4,1,3,2,yarn,1,4,451,5,21,18,81,640,28,5113505,5
2513,canal,kxn@l,2,2,0,1,1,canal,2,5,560,6,4,12,326,3554,378,8279384,6
9716,lavish,l@vIS,1,1,0,1,0,lavish,2,5,518,7,3,4,39,1146,143,885755,6
11444,nebula,nEbyUlx,1,0,1,0,1,nebula,3,7,639,7,2,3,75,1339,13,1294884,8
17566,tractor,tr@ktX,1,0,1,0,1,tractor,2,6,416,8,7,6,190,1400,152,5098075,7
13108,plasma,pl@zmx,1,0,1,0,1,plasma,2,6,522,6,1,0,254,1564,76,19335038,6
15775,slalom,slalxm,1,0,1,1,0,slalom,2,6,530,4,1,1,3,405,19,766679,4
5966,excess,EksEs,1,1,0,1,0,excess,2,5,608,7,3,1,156,4579,493,17152900,6
3377,cocky,kaki,11,9,2,5,6,cocky,2,4,391,5,62,6,210,472,63,364425,5
2087,bottom,batM,2,1,1,0,2,bottom,2,5,307,7,12,2,2546,23684,4381,45599059,6
11839,occasion,xkeZ|n,1,0,1,0,1,occasion,3,6,542,9,2,1,844,5242,771,11854911,7
16607,subtly,s^tli,1,0,1,1,0,subtly,3,6,552,6,6,1,22,1006,45,634021,6
18910,whack,hw@k,3,2,1,3,0,whack,1,3,370,6,99,8,455,654,146,725891,4
10078,lodge,laJ,10,8,2,3,7,lodge,1,3,472,6,46,12,341,2939,206,21541414,4
6394,fight,fYt,24,21,3,18,6,fight,1,3,381,6,83,15,10255,27491,9379,30788957,4
18884,weeny,wini,5,4,1,3,2,weeny,2,4,398,4,53,6,8,21,6,58568,4
14259,ratio,reSo,1,1,0,0,1,ratio,3,5,536,6,2,7,164,5065,213,26458226,6
10658,mellow,mElo,10,10,0,6,4,mellow,2,4,430,7,53,9,153,667,77,1239234,5
10212,lyric,lIrxk,1,0,1,0,1,lyric,2,5,423,6,23,3,56,849,116,6970569,6
3283,clerical,klErIkL,1,0,1,0,1,clerical,3,8,598,7,1,0,50,825,67,3586609,6
19051,wilt,wIlt,14,10,4,10,4,wilt,1,4,306,5,54,25,93,517,60,1267600,5
17306,throat,Trot,6,4,2,2,4,throat,1,4,403,7,18,4,1837,8165,841,14353822,5
10147,loyal,lOL,3,3,0,1,2,loyal,2,4,341,6,12,7,612,3117,657,4499155,5
14577,renovate,rEnxvet,1,0,1,0,1,renovate,3,7,538,9,1,1,13,340,42,585494,8
12754,perk,pRk,22,20,2,16,6,perk,1,3,326,5,97,27,72,402,39,393721,4
17385,tinkle,tIGkL,7,5,2,3,4,tinkle,2,6,391,7,21,12,47,109,10,104907,7
307,adverse,@dvRs,2,2,0,0,2,adverse,2,5,542,8,5,1,36,2279,210,11157534,6
9359,joint,JOnt,5,4,1,3,2,joint,1,4,427,6,16,6,1405,10852,1933,38828945,5
11601,nod,nad,20,15,5,12,8,nod,1,3,459,4,68,27,203,2867,181,2193669,4
7789,helm,hElm,10,6,4,3,7,helm,1,4,360,5,31,17,273,1236,107,1960083,5
3384,code,kod,28,23,5,16,12,code,1,3,374,5,105,33,2709,12359,2018,250250908,4
17568,trader,tredX,2,1,1,0,2,trader,2,5,396,7,27,17,80,1098,223,6166980,6
15890,sneak,snik,7,5,2,3,4,sneak,1,4,475,6,23,5,861,1882,424,2281170,5
5353,dump,d^mp,13,10,3,9,4,dump,1,4,278,5,25,16,1470,2668,600,6945921,5
15386,selves,sElvz,2,1,1,2,0,selves,1,5,628,6,19,9,62,895,52,1023898,5
11301,muss,m^s,25,21,4,13,12,muss,1,3,486,5,83,31,31,53,11,416545,4
1598,bat,b@t,40,33,7,25,15,bat,1,3,384,4,101,54,1052,4169,567,7734454,4
13443,prairie,prEri,1,0,1,0,1,prairie,2,5,470,8,12,1,143,2809,190,8844038,6
12167,overawe,ovXc,3,1,2,0,3,overawe,3,4,579,6,9,1,1,12,0,10252,5
10114,loosen,lusN,4,2,2,2,2,loosen,2,5,417,7,40,7,282,1099,123,819463,6
3225,clad,kl@d,13,11,2,4,9,clad,1,4,382,5,40,15,10,1638,65,2247938,5
6747,fountain,fWntN,2,1,1,1,1,fountain,2,6,597,9,5,3,352,2122,162,6932499,7
918,appoint,xpOnt,3,1,2,2,1,appoint,2,5,573,8,8,1,104,1052,416,3696615,6
2906,chalk,Cck,13,12,1,13,0,chalk,1,3,409,6,80,3,183,1145,75,2498717,4
17259,thigh,TY,19,18,1,17,2,thigh,1,2,472,6,89,2,191,2155,118,2171743,3
6775,fraud,frcd,4,4,0,1,3,fraud,1,4,517,6,23,6,512,5377,1743,15378751,5
11994,orate,oret,9,7,2,8,1,orate,2,4,440,5,16,8,2,12,1,31700,4
9725,lay,le,35,20,15,20,15,lay,1,2,412,4,165,58,2970,17528,2145,16125669,3
2534,cane,ken,33,30,3,24,9,cane,1,3,383,5,192,47,425,2584,181,3494916,4
18167,upend,^pEnd,2,2,0,2,0,upend,2,5,440,3,7,1,1,71,6,36879,6
15259,score,skor,14,10,4,7,7,score,1,4,489,6,34,16,1552,13504,983,69317191,5
15124,sane,sen,33,27,6,24,9,sane,1,3,435,5,140,44,281,916,145,1939156,4
8526,incessant,InsEsNt,1,0,1,0,1,incessant,3,8,619,10,0,0,23,386,19,391925,9
16096,spell,spEl,9,8,1,3,6,spell,1,4,468,6,31,12,1869,3139,476,8508070,5
15618,shrew,Sru,9,6,3,7,2,shrew,1,3,416,6,46,6,42,130,5,382770,4
8328,immigrate,Imxgret,1,1,0,1,0,immigrate,3,7,568,10,2,1,5,112,14,152356,8
13779,propeller,prxpElX,1,0,1,0,1,propeller,3,7,678,10,4,2,78,405,32,1075824,8
4273,cubic,kyubIk,1,0,1,0,1,cubic,2,6,478,6,11,5,44,1708,40,5775965,7
1281,audition,cdIS|n,2,2,0,2,0,audition,3,6,575,9,3,2,705,945,307,2134610,7
1514,bantam,b@ntxm,1,1,0,1,0,bantam,2,6,469,7,7,3,4,251,19,1276580,7
9853,lever,lEvX,13,11,2,6,7,lever,2,4,471,6,52,29,163,1241,92,3566558,5
19142,wood,wUd,15,13,2,11,4,wood,1,3,289,5,30,17,1377,17037,1029,51133768,4
4583,defile,dIfYl,2,1,1,0,2,defile,2,5,527,6,5,2,17,70,5,154945,5
17410,titillate,tItxlet,1,1,0,0,1,titillate,3,7,446,10,0,1,8,27,5,33077,8
18978,whisker,hwIskX,4,2,2,0,4,whisker,2,5,376,8,23,14,13,99,4,247102,6
1118,aside,xsYd,5,4,1,3,2,aside,2,4,579,6,12,4,1212,14221,2205,11769721,5
17217,theology,TialxJi,1,1,0,1,0,theology,4,7,599,8,1,1,36,5643,170,6464165,4
6362,fever,fivX,4,4,0,2,2,fever,2,4,458,6,37,18,1017,3416,439,8583242,5
4439,dare,dEr,26,24,2,17,9,dare,1,3,419,5,131,41,2826,3393,579,6534911,4
15598,shore,Sor,28,23,5,21,7,shore,1,3,483,6,124,26,1013,6645,841,12569355,4
14611,repository,rIpaz|tori,1,1,0,1,0,repository,5,10,839,10,1,1,13,670,75,8893330,11
124,accidental,@ksxdEntL,1,1,0,1,0,accidental,4,10,770,11,3,2,153,1552,293,3914534,11
15663,sigh,sY,35,24,11,17,18,sigh,1,2,549,5,145,12,173,2674,154,3177268,3
11881,offering,cfXIG,1,0,1,1,0,offering,2,5,533,9,4,2,777,11017,1456,34799901,6
11904,old,old,11,1,10,10,1,old,1,3,393,4,53,25,31056,158200,32125,199709349,4
18888,weird,wIrd,5,5,0,2,3,weird,1,4,479,6,31,4,5156,5260,1520,11561592,5
9644,language,l@GgwIJ,1,1,0,0,1,language,2,7,495,9,2,2,1790,37870,4639,138523112,8
15692,similar,sImLX,2,1,1,0,2,similar,3,6,470,8,8,1,695,35679,3641,119151349,7
3210,cite,sYt,28,24,4,22,6,cite,1,3,468,5,91,19,48,1742,255,7047997,4
11762,nuts,n^ts,2,1,1,0,2,nuts,1,4,432,5,57,20,2729,4744,734,9057533,5
12192,overly,ovXli,3,1,2,0,3,overly,3,5,514,7,12,8,113,2278,306,2372522,5
15623,shrill,SrIl,8,5,3,7,1,shrill,1,4,559,7,19,2,24,632,50,374686,5
6961,gallop,g@lxp,2,2,0,2,0,gallop,2,5,409,7,9,6,48,362,34,451480,6
3446,collective,kxlEktIv,1,0,1,1,0,collective,3,8,738,11,4,1,122,7178,630,12279562,9
15415,sense,sEns,13,11,2,7,6,sense,1,4,480,6,39,13,6722,61151,15737,52634107,5
14190,rainy,reni,6,5,1,3,3,rainy,2,4,366,5,84,7,194,1432,203,2469088,5
9376,journey,JRni,4,4,0,2,2,journey,2,4,438,8,54,3,1017,8587,1422,19236654,5
2001,body,badi,11,11,0,7,4,body,2,4,332,5,50,21,9972,67552,9218,136568103,5
2614,car,kar,24,18,6,12,12,car,1,3,339,4,162,60,24636,60316,12604,264728586,4
6581,fluff,fl^f,5,4,1,2,3,fluff,1,4,429,6,16,6,72,449,34,814535,5
3731,conic,kanIk,6,5,1,6,0,conic,2,5,420,6,22,12,3,37,1,224114,6
16480,string,strIG,7,4,3,1,6,string,1,5,718,7,23,13,646,5584,650,52684205,6
1976,blush,bl^S,7,6,1,5,2,blush,1,4,409,6,14,10,136,1104,103,1722003,5
1011,arena,xrinx,1,0,1,1,0,arena,3,4,421,6,47,20,185,5102,662,13966787,5
3006,cheeky,Ciki,1,0,1,0,1,cheeky,2,4,400,6,17,5,64,173,25,895925,4
11530,never,nEvX,4,3,1,3,1,never,2,4,393,6,17,23,69490,160644,39746,149574220,5
16631,sudden,s^dN,3,3,0,2,1,sudden,2,5,371,7,22,7,1707,10030,2581,6982656,6
9115,inure,InyUr,2,2,0,2,0,inure,2,5,330,6,5,3,1,10,4,123230,6
16827,swish,swIS,9,8,1,2,7,swish,1,4,516,6,15,3,82,269,12,949706,5
17982,unction,^GkS|n,2,0,2,2,0,unction,2,6,577,5,2,2,8,15,0,93850,4
16261,stale,stel,17,14,3,4,13,stale,1,4,388,6,50,21,149,949,44,1065657,5
3238,clank,kl@Gk,9,6,3,6,3,clank,1,5,446,6,21,12,16,133,2,272419,6
11438,nearby,nIrbY,1,1,0,1,0,nearby,2,5,523,5,1,4,425,13040,1291,27263100,4
6997,garb,garb,4,2,2,1,3,garb,1,4,394,5,28,26,16,469,37,614648,5
12582,peace,pis,19,17,2,10,9,peace,1,3,366,6,118,12,3550,27233,8620,47876863,4
16317,stead,stEd,11,9,2,3,8,stead,1,4,559,6,41,9,54,302,27,724786,5
5783,equal,ikwL,2,0,2,1,1,equal,2,5,579,6,6,2,682,12810,1887,34834012,6
4738,derogate,dErxget,1,1,0,1,0,derogate,3,7,452,8,1,0,0,8,0,53267,5
15686,silly,sIli,12,11,1,7,5,silly,2,4,455,5,117,16,2912,3990,900,6837784,5
10862,miner,mYnX,9,8,1,4,5,miner,2,4,448,6,74,46,74,867,223,2265353,5
3493,combo,kambo,1,1,0,1,0,combo,2,5,500,5,7,10,125,728,47,10594360,5
16492,strode,strod,4,4,0,0,4,strode,1,5,460,7,18,9,34,1093,10,324522,6
8477,impunity,Impyun|ti,1,0,1,1,0,impunity,4,9,646,5,1,3,18,508,90,666112,8
14902,roman,romxn,4,3,1,4,0,roman,2,5,388,6,87,41,534,6643,545,17434592,6
11267,mummy,m^mi,8,7,1,4,4,mummy,2,4,539,6,43,12,500,684,26,1878933,5
11503,nerve,nRv,6,5,1,5,1,nerve,1,3,419,6,27,8,1171,4198,612,6567853,4
14071,quart,kwort,9,3,6,4,5,quart,1,5,539,6,16,7,106,1328,23,2002490,6
2845,cent,sEnt,22,16,6,13,9,cent,1,4,503,5,68,22,483,3031,250,30837557,5
14308,really,rili,4,3,1,2,2,really,2,4,349,6,110,6,76508,175972,98022,162055598,5
8353,immutability,ImyutxbIl|ti,1,0,1,1,0,immutability,6,12,775,8,0,0,1,21,1,50218,8
16137,spit,spIt,16,11,5,4,12,spit,1,4,489,5,27,17,987,2006,230,2072889,5
6576,flower,flWX,5,5,0,1,4,flower,2,4,529,7,24,10,1161,5237,345,33373457,5
6476,fizzle,fIzL,6,4,2,3,3,fizzle,2,5,559,7,26,3,10,124,17,177487,6
11792,object,abJEkt,1,1,0,1,0,object,2,6,541,7,3,3,1314,11486,978,69823836,7
15612,shower,SWX,6,6,0,5,1,shower,2,3,423,7,55,9,2097,5249,692,20639456,4
8642,indication,IndxkeS|n,2,0,2,2,0,indication,4,9,690,11,4,2,181,3996,1307,6667902,10
1766,besiege,bIsiJ,1,1,0,0,1,besiege,2,5,534,8,3,1,14,35,1,57717,6
2238,brook,brUk,6,4,2,3,3,brook,1,4,259,6,30,10,104,1464,121,6044943,5
13663,privacy,prYvxsi,1,1,0,1,0,privacy,3,7,603,7,2,1,774,6188,1401,333277179,8
13232,police,pxlis,1,1,0,1,0,police,2,5,514,7,7,7,12044,56379,24327,64199830,6
16523,study,st^di,6,4,2,2,4,study,2,5,549,6,18,5,2501,90030,5262,152983170,6
2276,budge,b^J,15,14,1,4,11,budge,1,3,348,6,43,16,104,583,86,418361,4
5258,drawl,drcl,9,8,1,4,5,drawl,1,4,422,6,29,7,4,343,10,113170,5
4955,dirt,dRt,15,15,0,12,3,dirt,1,3,297,5,56,14,1310,7616,668,8196433,4
15075,said,sEd,21,17,4,16,5,said,1,3,519,5,84,31,56531,567945,105049,315601361,4
19277,young,y^G,7,7,0,7,0,young,1,3,373,6,35,8,12402,88434,17701,136350267,4
10124,lose,luz,17,14,3,9,8,lose,1,3,499,5,145,47,8382,21791,6458,24140555,4
13643,primp,prImp,5,3,2,3,2,primp,1,5,379,5,9,7,6,29,1,60629,5
8890,inseparable,InsEpXxbL,1,1,0,1,0,inseparable,5,10,642,11,0,1,51,624,51,473993,9
14801,rice,rYs,23,18,5,13,10,rice,1,3,589,5,114,32,769,13060,1917,21189704,4
16143,splay,sple,4,1,3,2,2,splay,1,4,447,5,8,5,4,65,3,130292,5
12575,pay,pe,33,20,13,17,16,pay,1,2,292,4,147,47,12985,51421,14803,129203391,3
16719,supper,s^pX,7,4,3,2,5,supper,2,4,497,7,24,8,988,2325,104,2709558,5
9169,iodide,Y|dYd,1,1,0,0,1,iodide,3,5,534,7,4,4,9,79,20,446635,6
5507,elastic,xl@stIk,1,1,0,1,0,elastic,3,7,542,8,1,1,53,976,34,4267174,6
14813,ridge,rIJ,14,13,1,3,11,ridge,1,3,449,6,47,11,361,5596,506,15996151,4
5131,dock,dak,22,21,1,16,6,dock,1,3,354,5,126,20,497,2769,241,6018421,4
2300,bulletin,bUl|tN,1,0,1,0,1,bulletin,3,7,657,9,2,1,183,2136,239,21744475,5
1138,aspire,xspYr,1,0,1,1,0,aspire,2,5,623,7,2,3,55,668,69,2640620,6
18568,vindication,vIndxkeS|n,2,1,1,2,0,vindication,4,10,968,9,1,1,22,348,100,273973,8
3294,climatic,klYm@tIk,1,0,1,0,1,climatic,3,8,633,7,1,1,7,573,20,1559502,6
4065,couple,k^pL,4,3,1,1,3,couple,2,5,371,7,27,6,11394,41876,15374,43578666,6
8732,inferior,InfIriX,1,1,0,1,0,inferior,4,7,655,9,1,1,156,1610,109,2546617,7
18502,viable,vYxbL,2,1,1,2,0,viable,3,6,421,5,1,1,121,3249,525,4802961,5
4272,cube,kyub,2,1,1,0,2,cube,1,4,379,5,30,20,152,1245,95,7203665,5
13431,pox,paks,7,5,2,5,2,pox,1,4,549,3,66,27,75,249,46,614286,4
16987,taps,t@ps,7,4,3,5,2,taps,1,4,446,5,42,29,130,994,111,2690265,5
17345,tide,tYd,22,17,5,10,12,tide,1,3,429,5,79,24,375,3350,450,6706726,4
13298,pool,pul,18,16,2,17,1,pool,1,3,409,5,94,20,2396,12198,1548,53058254,4
11508,net,nEt,26,23,3,20,6,net,1,3,473,4,91,50,793,10909,1287,116889743,4
15569,shift,SIft,6,5,1,6,0,shift,1,4,513,6,23,10,1164,12842,1531,19814829,5
15819,slippery,slIpXi,1,0,1,0,1,slippery,3,6,498,8,3,2,225,1494,177,1775430,6
8894,inset,InsEt,6,4,2,1,5,inset,2,5,472,6,13,10,1,606,26,1164467,6
10335,mall,mcl,24,20,4,20,4,mall,1,3,374,5,114,39,964,4610,786,15177039,4
13805,proscribe,proskrYb,1,1,0,1,0,proscribe,2,8,649,10,4,4,2,31,0,58912,9
15836,slug,sl^g,10,9,1,4,6,slug,1,4,518,5,19,13,253,711,55,1663224,5
9378,jovial,JoviL,1,0,1,0,1,jovial,3,6,529,6,1,1,11,220,29,189613,6
2503,campaign,k@mpen,1,1,0,1,0,campaign,2,6,612,9,8,2,856,39605,18551,37151240,7
6755,fragile,fr@JL,1,1,0,0,1,fragile,2,6,498,7,2,1,262,3269,440,2852127,4
14262,rational,r@SNL,1,0,1,1,0,rational,3,7,489,9,6,3,256,3604,462,6946351,8
1203,at,@t,31,12,19,23,8,at,1,2,320,3,85,73,164072,1238967,247370,2272272772,3
15530,shape,Sep,16,15,1,10,6,shape,1,3,382,6,60,19,1542,17600,2304,25676543,4
17560,track,tr@k,10,7,3,3,7,track,1,4,356,6,41,18,2843,19368,3641,112389630,5
1111,ash,@S,17,6,11,10,7,ash,1,2,439,4,59,33,469,3155,250,8948202,3
2140,branch,br@nC,5,3,2,3,2,branch,1,5,529,7,18,9,514,7650,982,36712567,6
6586,flung,fl^G,8,6,2,3,5,flung,1,4,460,5,14,6,44,1740,69,841446,5
1792,bible,bYbL,6,6,0,6,0,bible,2,5,497,6,34,10,935,7146,1207,45083951,6
2056,boon,bun,22,21,1,16,6,boon,1,3,559,5,112,37,108,716,78,1193882,4
10047,loaf,lof,16,14,2,6,10,loaf,1,3,425,5,51,7,228,1330,112,1599779,4
6431,find,fYnd,12,11,1,10,2,find,1,4,581,5,39,24,42379,107011,27292,502051487,5
13522,prefer,prIfR,1,0,1,1,0,prefer,2,5,483,7,9,6,1679,7128,993,16005656,6
14890,rodeo,rodio,1,1,0,1,0,rodeo,3,5,389,6,15,6,283,1012,97,3587192,6
1259,attraction,xtr@kS|n,1,0,1,1,0,attraction,3,8,551,11,2,1,348,2927,401,11998068,9
1755,beret,bXe,2,1,1,1,1,beret,2,5,428,6,41,21,48,363,58,330199,6
4821,devise,dxvYz,5,4,1,1,4,devise,2,5,708,7,6,11,32,896,60,1333890,6
3305,clique,klik,13,12,1,4,9,clique,1,4,351,7,40,1,39,240,32,836149,4
14321,rebel,rEbL,7,6,1,5,2,rebel,2,5,370,6,44,21,273,2753,701,6534099,6
2122,brace,bres,13,10,3,5,8,brace,1,4,489,6,47,25,319,1218,185,2182960,5
3928,cop,kap,30,24,6,18,12,cop,1,3,312,4,129,50,4393,5614,1152,5586148,4
16025,sour,sWr,10,7,3,7,3,sour,2,3,589,5,57,32,297,3302,309,3759025,4
2406,cache,k@S,25,19,6,12,13,cache,2,4,467,6,14,10,31,2053,59,17258521,5
16357,stew,stu,13,5,8,5,8,stew,1,3,428,5,41,17,328,1471,95,1716385,4
16552,sub,s^b,17,15,2,11,6,sub,1,3,398,4,44,31,390,3923,333,47600191,4
6043,expedition,EkspxdIS|n,1,1,0,0,1,expedition,4,10,637,11,3,1,289,2565,191,4830835,11
15770,slack,sl@k,19,17,2,9,10,slack,1,4,505,6,37,15,302,1465,197,1954286,5
1407,babble,b@bL,12,12,0,8,4,babble,2,5,390,7,22,7,44,290,21,705693,6
1547,barker,barkX,3,2,1,0,3,barker,2,5,375,7,27,19,149,897,110,3096553,6
3215,citrus,sItr|s,1,0,1,1,0,citrus,2,6,519,7,4,1,26,1319,116,3955640,7
11856,octave,aktIv,1,1,0,1,0,octave,2,5,482,7,2,2,14,283,9,2180280,6
15950,solace,salxs,1,1,0,0,1,solace,2,5,621,7,9,1,78,741,94,620953,5
14466,regal,rigL,6,4,2,4,2,regal,2,5,379,6,50,9,58,747,62,2236787,6
541,alms,amz,2,2,0,1,1,alms,1,4,494,4,17,25,25,188,3,407901,4
13331,port,port,18,13,5,9,9,port,1,4,324,5,53,32,741,8260,1363,78056223,5
16219,square,skwEr,3,1,2,1,2,square,1,5,529,7,6,3,1620,20747,2352,44788646,6
2580,caper,kepX,9,8,1,6,3,caper,2,4,333,6,48,19,90,213,17,485193,5
6491,flair,flEr,10,8,2,4,6,flair,1,4,541,5,40,9,116,709,47,1925510,5
9982,lipstick,lIpstIk,1,1,0,1,0,lipstick,2,7,539,9,2,2,449,1643,161,2166486,8
12435,park,park,18,12,6,9,9,park,1,4,369,5,52,29,3678,42050,3560,141555213,5
17731,tripe,trYp,15,11,4,4,11,tripe,1,4,230,5,29,17,41,73,4,220021,5
15151,sat,s@t,32,28,4,24,8,sat,1,3,461,4,82,57,1459,29649,2703,70649302,4
6826,from,fr^m,5,4,1,4,1,from,1,4,486,5,32,15,103992,1043919,200634,2275621616,5
2643,care,kEr,23,19,4,18,5,care,1,3,347,5,143,62,24748,91854,24156,225351564,4
16310,stature,st@CX,3,3,0,0,3,stature,2,5,698,6,9,2,85,1391,253,995928,5
12418,pardon,pardN,3,2,1,1,2,pardon,2,6,466,7,18,14,3297,1841,721,1963040,7
4140,craze,krez,11,9,2,5,6,craze,1,4,539,6,81,11,52,590,85,967820,5
10032,lively,lYvli,1,1,0,1,0,lively,2,5,474,6,9,7,207,2116,162,3635880,6
6509,flat,fl@t,15,13,2,3,12,flat,1,4,450,5,42,23,1337,13571,1332,46695552,5
6780,freak,frik,7,5,2,4,3,freak,1,4,526,6,51,10,1874,1579,277,3921675,5
7942,hoax,hoks,4,4,0,2,2,hoax,1,4,497,5,50,5,123,596,218,1309028,5
7819,her,hR,22,14,8,7,15,her,1,2,389,4,150,49,144627,835418,117168,391980169,3
15132,sanity,s@n|ti,1,1,0,1,0,sanity,3,6,563,6,4,3,139,800,116,1879220,6
14704,restrict,rIstrIkt,1,1,0,1,0,restrict,2,8,471,9,1,1,28,1765,260,5544351,9
533,allure,xlUr,4,3,1,4,0,allure,2,4,539,7,10,2,30,698,57,1292131,5
16013,sorrow,saro,3,3,0,2,1,sorrow,2,4,524,7,51,7,350,1636,221,2723156,5
115,accept,@ksEpt,2,2,0,1,1,accept,2,6,684,7,3,3,2692,15060,3744,43171429,7
1098,as,@z,13,9,4,7,6,as,1,2,407,3,85,77,113068,1515436,251899,2247431740,3
11752,nurse,nRs,10,10,0,9,1,nurse,1,3,434,6,55,10,2294,8146,1138,16773004,4
16221,squat,skwat,6,4,2,1,5,squat,1,5,484,6,10,2,160,1151,43,925062,6
13204,poem,poxm,1,1,0,0,1,poem,2,4,499,5,6,7,696,4733,603,8910539,5
4987,discomfort,dIsk^mfXt,1,1,0,0,1,discomfort,3,9,682,8,0,0,81,2030,167,2041894,8
